Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample
Rose Y. Tseng,Senior Vice President,University Of Hawaii System,University of Hawaii at Hilo,"Kansas State 1964 BS; UC Berkeley 1966 MS, 1968 PhD","Dean, San Jose State University; Chancellor, West Valley-Mission Community College District",565.0,,1331384533.0,,False
Eugene S. Imai,"Senior Vice President, Administration",University Of Hawaii System,,"Hawaii 1968 BA, 1971 MBA",,565.0,,1331384533.0,,False
Colleen O. Sathre,"Vice President, Planning and Policy",University Of Hawaii System,,"St Benedict 1967 BA; Minnesota 1971 MA, 1977 PhD",,565.0,,1331384533.0,,False
Allan Y.S. Ah San,"Associate Vice President, Administration",University Of Hawaii System,,Hawaii 1969 BBA,,565.0,,1331384533.0,,False
Cheryl S. Ernst,"Director, Communications",University Of Hawaii System,,U Washington 1978 BA,,565.0,,1331384533.0,,False
Hugh Yoshida,"Director, Intercollegiate Athletics",University Of Hawaii System,,"Linfield 1962 BS, 1966 MEd",,565.0,,1331384533.0,,False
Joanne E. Clark,"Director, University Relations",University Of Hawaii System,,,,565.0,,1331384533.0,,False
Rose Y. Tseng,Chancellor,University Of Hawaii At Hilo,,,,,,35722693.0,141565.0,False
Rose Y. Tseng,Senior Vice President,University Of Hawaii At Hilo,,,,,,35722693.0,141565.0,False
Audrey Furukawa,Executive Assistant,University Of Hawaii At Hilo,,,,565.0,,35722693.0,141565.0,False
Michael Ego,"Vice Chancellor, Academic Affairs (Acting)",University Of Hawaii At Hilo,University of Hawaii at Hilo,Hawaii (Hilo) 1977 BA; Hawaii (Manoa) 1978 MS,,565.0,,35722693.0,141565.0,False
John Whittaker,"Vice Chancellor, Administrative Affairs",University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
Gail Makuakane-Lundin,"Vice Chancellor, Student Affairs (Acting)",University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
Stephen McLean,"Director, Development",University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
William Trumbo,"Director, Intercollegiate Athletics",University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
Kenneth R. Herrick,"Director, Library",University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
Bill Chen,"Director, Technology and Distance",University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
Gerald L. DeMello,"Director, University Relations",University Of Hawaii At Hilo,University of Hawaii at Hilo,Hawaii (Mano) 1973 MA,,565.0,,35722693.0,141565.0,False
Jim Cromwell,"Coordinator, Admissions",University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
Jack K. Fuji,Dean,University Of Hawaii At Hilo,University of Hawaii at Hilo,UC Berkeley 1963 BS; Hawaii (Mano) 1968 MS,,565.0,,35722693.0,141565.0,False
Jerry Johnson,Dean (Acting),University Of Hawaii At Hilo,University of Hawaii at Hilo,,,565.0,,35722693.0,141565.0,False
Kenneth P. Mortimer,Chancellor,University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Kenneth P. Mortimer,President,University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Dean O. Smith,Senior Vice President,University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Dean O. Smith,Executive Vice Chancellor,University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Alan H. Teramura,"Senior Vice President, Research",University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Alan H. Teramura,"Dean, Graduate Division",University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Doris M. Ching,"Vice President, Student Affairs",University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Thomas T. Bopp,Assistant Vice President,University Of Hawaii At Manoa,,,,565.0,,117965899.0,141574.0,True
Sharon Miyashiro,Assistant Vice President,University Of Hawaii At Manoa,,"USC 1967 BA, 1969 MA, 1971 PhD",,566.0,,117965899.0,141574.0,True
Alan I. Yang,"Dean, Student Services",University Of Hawaii At Manoa,College of Architecture,,,566.0,,117965899.0,141574.0,True
David D. Robb,"Director, Admissions and Records",University Of Hawaii At Manoa,,,,566.0,,117965899.0,141574.0,True
Eleanor Len,"Director, Career Services",University Of Hawaii At Manoa,,,,566.0,,117965899.0,141574.0,True
W. H. Raymond Yeh,Dean,University Of Hawaii At Manoa,Professional Schools and Colleges,,,566.0,,117965899.0,141574.0,True
Judith R. Hughes,Dean,University Of Hawaii At Manoa,College of Arts and Humanities,,,566.0,,117965899.0,141574.0,True
Chuck Y. Gee,Acting Dean,University Of Hawaii At Manoa,College of Business Administration,,,566.0,,117965899.0,141574.0,True
Chuck Y. Gee,"Dean, College Of Travel Industry Management",University Of Hawaii At Manoa,College of Business Administration,,,566.0,,117965899.0,141574.0,True
Randy Hitz,Dean,University Of Hawaii At Manoa,College of Education,,,566.0,,117965899.0,141574.0,True
Paul C. Yuen,Dean,University Of Hawaii At Manoa,College of Engineering,,,566.0,,117965899.0,141574.0,True
Willa J. Tanabe,Dean,University Of Hawaii At Manoa,"College of Hawaiian, Asian and Pacific Studies",,,566.0,,117965899.0,141574.0,True
Cornelia N. Moore,Dean,University Of Hawaii At Manoa,"College of Languages, Linguistics and Literature",,,566.0,,117965899.0,141574.0,True
Lawrence C. Foster,Dean,University Of Hawaii At Manoa,College of Law,"Washington U 1967 BA, 1974 PhD",,566.0,,117965899.0,141574.0,True
Sherrel L. Hammar,Dean (Acting),University Of Hawaii At Manoa,College of Medicine,,,566.0,,117965899.0,141574.0,True
Charles F. Hayes,Dean (Acting),University Of Hawaii At Manoa,College of Natural Sciences,,,566.0,,117965899.0,141574.0,True
Rosanne C. Harrigan,Dean,University Of Hawaii At Manoa,College of Nursing,,,566.0,,117965899.0,141574.0,True
C. Barry Raleigh,Dean,University Of Hawaii At Manoa,"College of Ocean, Earth Science and Technology",,,566.0,,117965899.0,141574.0,True
D. William Wood,Dean (Acting),University Of Hawaii At Manoa,College of Public Health,,,566.0,,117965899.0,141574.0,True
Richard A. Dubanoski,Dean,University Of Hawaii At Manoa,College of Social Sciences,,,566.0,,117965899.0,141574.0,True
Patricia L. Ewalt,Dean,University Of Hawaii At Manoa,College of Social Work,,,566.0,,117965899.0,141574.0,True
Charles W. Laughlin,Dean,University Of Hawaii At Manoa,College of Tropical Agriculture and Human Resources,,Member of the Board,566.0,,117965899.0,141574.0,True
William A. Pearman,Chancellor,University Of Hawaii West Oahu,,La Salle BA; Fordham MA; Pittsburgh PhD,"Vice Chancellor, Academic Affairs, University of Hawaii at Hilo",566.0,,25390106.0,141981.0,False
June Tanabe,Secretary,University Of Hawaii West Oahu,,,,566.0,,25390106.0,141981.0,False
Stella Ho-McGinnes,Dean,University Of Hawaii West Oahu,Student Services,,,566.0,,25390106.0,141981.0,False
Eric Flower,Librarian,University Of Hawaii West Oahu,,,,566.0,,25390106.0,141981.0,False
Billy Bergin,Regent,University Of Hawaii System,,"Kansas State BS, MS, DVM",Hawaii Department of Agriculture,566.0,Veterinarian; Hawaii County Police Commission and Ethics Board,1331384533.0,,False
Joseph F. Blanco,Regent,University Of Hawaii System,,Hawaii BA,Executive Assistant to the Governor,566.0,,1331384533.0,,False
Everett R. Dowling,Regent,University Of Hawaii System,,Randolph-Macon BA; Babson MBA,Real Estate Developer,566.0,Maui Chamber of Commerce and Maui Island Burial Council,1331384533.0,,False
Allan K. Ikawa,Regent,University Of Hawaii System,,Hawaii BBA,,566.0,,1331384533.0,,False
Sat Khalsa,Student Regent,University Of Hawaii System,,"Student, University of Hawaii Mano",,566.0,,1331384533.0,,False
Donald C.W. Kim,Regent,University Of Hawaii System,,Hawaii BS,Engineering Firm Chief Executive Officer,566.0,,1331384533.0,,False
Bert A. Kobayashi,Regent,University Of Hawaii System,,,Contractor,566.0,,1331384533.0,,False
Civde T. Kodani,Regent,University Of Hawaii System,,U Pacific BS; UC Berkeley MS,Civil Engineering Consultant,566.0,,1331384533.0,,False
Ah Quon McElrath,Regent,University Of Hawaii System,,Hawaii BA,,566.0,Social Worker,1331384533.0,,False
Mainoa Thompson,Regent,University Of Hawaii System,,Hawaii BA,"Executive Director, Polynesian Voyaging Society",566.0,,1331384533.0,,False
Sharon R. Weiner,Regent,University Of Hawaii System,,Northwestern BA; Hawaii MBA,,566.0,,1331384533.0,,False
Lily K. Yao,Regent,University Of Hawaii System,,Hawaii BA,Bank Chief Executive Officer,566.0,,1331384533.0,,False
Arthur K. Smith,Chancellor,University Of Houston System,,Cornell PhD,"Provost and Executive Vice President, Academic Affairs, University of South Carolina; President, University of Utah Administration",567.0,,2801525821.0,,False
Edward P. Sheridan,"Senior Vice Chancellor, Academic Affairs",University Of Houston System,,Loyola (LA) PhD,,567.0,,2801525821.0,,False
Randy J. Harris,"Vice Chancellor, Administration and Finance",University Of Houston System,,Brigham Young MPA,,567.0,,2801525821.0,,False
Grover Campbell,"Vice Chancellor, Governmental Relations",University Of Houston System,,Texas MBA,,567.0,,2801525821.0,,False
Charles R. Shomper,"Vice Chancellor, Information Technology",University Of Houston System,,Iowa State BS; Iowa MA,,567.0,,2801525821.0,,False
Arthur C. Vailas,"Vice Chancellor, Research and Intellectual Property",University Of Houston System,,lowa PhD,,567.0,,2801525821.0,,False
Elwyn C. Lee,"Vice Chancellor, Student Affairs",University Of Houston System,,Yale JD,,567.0,,2801525821.0,,False
Spencer T. Yantis,"Associate Vice Chancellor, Development",University Of Houston System,,Texas Tech BS,,567.0,,2801525821.0,,False
Wendy Adair,"Associate Vice Chancellor, University Relations",University Of Houston System,,Houston MBA,,567.0,,2801525821.0,,False
Paula A. Kelleher,"Director, Treasury",University Of Houston System,,Houston MBA,,567.0,,2801525821.0,,False
Dennis P. Duffy,General Counsel,University Of Houston System,,Virginia PhD,,567.0,,2801525821.0,,False
Arthur K. Smith,President,University Of Houston,,Cornell PhD,,567.0,,44461941.0,225511.0,True
Edward P. Sheridan,"Senior Vice President, Academic Affairs",University Of Houston,,Loyola (LA) PhD,,567.0,,44461941.0,225511.0,True
Edward P. Sheridan,Provost,University Of Houston,,Loyola (LA) PhD,,567.0,,44461941.0,225511.0,True
Randy J. Harris,"Vice President, Administration and Finance",University Of Houston,,Brigham Young MPA,,567.0,,44461941.0,225511.0,True
Grover Campbell,"Vice President, Governmental Relations",University Of Houston,,Texas MBA,,567.0,,44461941.0,225511.0,True
Charles R. Shomper,"Vice President, Information Technology",University Of Houston,,Iowa MA,,567.0,,44461941.0,225511.0,True
Arthur C. Vailas,"Vice President, Research and Intellectual Property",University Of Houston,,Iowa PhD,,567.0,,44461941.0,225511.0,True
Elwyn C. Lee,"Vice President, Student Affairs",University Of Houston,,Yale JD,,567.0,,44461941.0,225511.0,True
Elaine M. Charlson,"Associate Vice President, Academic Affairs",University Of Houston,,Missouri PhD,,567.0,,44461941.0,225511.0,True
John U. Martin,"Associate Vice President, Administration",University Of Houston,,Florida State MBA,,567.0,,44461941.0,225511.0,True
Dennis Fouty,"Associate Vice President, Central Computing and Telecommunication Services",University Of Houston,,Ohio State PhD,,567.0,,44461941.0,225511.0,True
Spencer T. Yantis,"Associate Vice President, Development",University Of Houston,,Texas Tech BS,,567.0,,44461941.0,225511.0,True
Ed C. Apodaca,"Associate Vice President, Enrollment Management",University Of Houston,,Pepperdine MS,,567.0,,44461941.0,225511.0,True
Jim McShan,"Associate Vice President, Finance",University Of Houston,,Southwest Texas State BBA,,567.0,,44461941.0,225511.0,True
Wendy Adair,"Associate Vice President, University Relations",University Of Houston,,Houston MBA,,567.0,,44461941.0,225511.0,True
Eli Cipriano,"Assistant Vice President, Development",University Of Houston,,Syracuse BS,,567.0,,44461941.0,225511.0,True
Lois Phillips,"Assistant Vice President, Extended Learning",University Of Houston,,Houston MBA,,567.0,,44461941.0,225511.0,True
"Robert Herrington, Jr","Assistant Vice President, Human Resources",University Of Houston,,Southern Mississippi PhD,,567.0,,44461941.0,225511.0,True
Steve Webb,"Assistant Vice President, Management Information Systems (Acting)",University Of Houston,,,,567.0,,44461941.0,225511.0,True
William Munson,Dean of Students,University Of Houston,,Nebraska PhD,,567.0,,44461941.0,225511.0,True
David Small,"Assistant Vice President, Student Services",University Of Houston,,Vanderbilt PhD,,567.0,,44461941.0,225511.0,True
Hyland Packard,"Assistant Vice President, University Studies Division and Academic Advising Center",University Of Houston,,LSU PhD,,567.0,,44461941.0,225511.0,True
Dana Rooks,Dean of Libraries,University Of Houston,,Oklahoma MA,,567.0,,44461941.0,225511.0,True
"Chet Gladchuk, Jr","Director, Athletics",University Of Houston,,Massachusetts MA,,567.0,,44461941.0,225511.0,True
Dennis P. Duffy,General Counsel,University Of Houston,,Virginia JD,,567.0,,44461941.0,225511.0,True
Joseph L. Mashburn,Dean,University Of Houston,College of Architecture,Texas A&M MArch,,567.0,,44461941.0,225511.0,True
Lannis Kirkland,Associate Dean. Admissions,University Of Houston,College of Architecture,,,567.0,,44461941.0,225511.0,True
Lannis Kirkland,Assistant Professor,University Of Houston,College of Architecture,,,567.0,,44461941.0,225511.0,True
Vonn Tran,"Director, Development",University Of Houston,College of Architecture,,,567.0,,44461941.0,225511.0,True
Margaret Culbertson,Librarian,University Of Houston,College of Architecture,,,567.0,,44461941.0,225511.0,True
Margaret Culbertson,Architecture And Arts,University Of Houston,College of Architecture,,,567.0,,44461941.0,225511.0,True
Keith Cox,Dean,University Of Houston,College of Business Administration,Texas PhD,,567.0,,44461941.0,225511.0,True
Rachel Seff,"Director, Career Services",University Of Houston,College of Business Administration,,,567.0,,44461941.0,225511.0,True
Shirley Mate,Undergraduate Admissions Assistant,University Of Houston,College of Business Administration,,,568.0,,44461941.0,225511.0,True
John Ramsey,"Director, Undergraduate Studies",University Of Houston,College of Business Administration,,,568.0,,44461941.0,225511.0,True
Allen R. Warner,Dean,University Of Houston,College of Education,,,568.0,,44461941.0,225511.0,True
Laura Murillo,"Director, Development",University Of Houston,College of Education,,,568.0,,44461941.0,225511.0,True
Raymond Flumerfelt,Dean,University Of Houston,Cullen College of Engineering,,,568.0,,44461941.0,225511.0,True
"Vita Como, Sr","Director, Development",University Of Houston,Cullen College of Engineering,Northwestern PhD,,568.0,,44461941.0,225511.0,True
Ted L. Estess,Dean,University Of Houston,The Honors College,,,568.0,,44461941.0,225511.0,True
Alan T. Stutts,Dean,University Of Houston,Conrad N. Hilton College of Hotel and Restaurant Management,Illinois PhD,,568.0,,44461941.0,225511.0,True
Patty Godfrey,"Executive Director, Academic Services",University Of Houston,Conrad N. Hilton College of Hotel and Restaurant Management,,,568.0,,44461941.0,225511.0,True
Cathleen Baird,"Director, Archives and Libraries",University Of Houston,Conrad N. Hilton College of Hotel and Restaurant Management,,,568.0,,44461941.0,225511.0,True
Vacant,"Director, Development",University Of Houston,Conrad N. Hilton College of Hotel and Restaurant Management,,,568.0,,44461941.0,225511.0,True
Mary Douglas,"Director, Placement",University Of Houston,Conrad N. Hilton College of Hotel and Restaurant Management,,,568.0,,44461941.0,225511.0,True
W. Andrew Achenbaum,Dean,University Of Houston,"College of Humanities, Fine Arts and Communication",Michigan PhD,"Professor, History, University of Michigan",568.0,,44461941.0,225511.0,True
Elizabeth Garrett,"Director, Development",University Of Houston,"College of Humanities, Fine Arts and Communication",,,568.0,,44461941.0,225511.0,True
Cynthia Jackson,Career Counselor,University Of Houston,"College of Humanities, Fine Arts and Communication",,,568.0,,44461941.0,225511.0,True
Steven T. Zamora,Dean,University Of Houston,College of Law,UC Berkeley JD,,568.0,,44461941.0,225511.0,True
Jon Schultz,"Associate Dean, Information Services",University Of Houston,College of Law,,,568.0,,44461941.0,225511.0,True
Jon Schultz,"Director, O'Quinn Law Library",University Of Houston,College of Law,,,568.0,,44461941.0,225511.0,True
Sondra Richardson,"Assistant Dean, Admissions",University Of Houston,College of Law,,,568.0,,44461941.0,225511.0,True
Jacquelyn Plesnicher,"Director, Career Services",University Of Houston,College of Law,,,568.0,,44461941.0,225511.0,True
Greg Robertson,"Director, Development",University Of Houston,College of Law,,,568.0,,44461941.0,225511.0,True
John L. Bear,Dean,University Of Houston,College of Natural Sciences and Mathematics,Texas Tech PhD,,568.0,,44461941.0,225511.0,True
Vacant,"Director, Development",University Of Houston,College of Natural Sciences and Mathematics,,,568.0,,44461941.0,225511.0,True
Jerald W. Strickland,Dean,University Of Houston,College of Optometry,Indiana PhD,,568.0,,44461941.0,225511.0,True
Niki Bedell,"Director, Optometry Relations",University Of Houston,College of Optometry,,,568.0,,44461941.0,225511.0,True
Paul Pease,"Director, Student Affairs and Admissions",University Of Houston,College of Optometry,,,568.0,,44461941.0,225511.0,True
Suzanne Fermer,Librarian,University Of Houston,College of Optometry,,,568.0,,44461941.0,225511.0,True
Mustafa Lokhandwala,Dean,University Of Houston,College of Pharmacy,Houston PhD,,568.0,,44461941.0,225511.0,True
Shara Zatopek,Assistant Dean. Admissions,University Of Houston,College of Pharmacy,,,568.0,,44461941.0,225511.0,True
Janis Parsley,"Director, Development",University Of Houston,College of Pharmacy,,,568.0,,44461941.0,225511.0,True
Derral Parkin,Senior Associate Librarian,University Of Houston,College of Pharmacy,,,568.0,,44461941.0,225511.0,True
Richard M. Rozelle,Dean,University Of Houston,College of Social Sciences,Northwestern PhD,,568.0,,44461941.0,225511.0,True
Peggy Bush,"Director, Development",University Of Houston,College of Social Sciences,,,568.0,,44461941.0,225511.0,True
Barbara Woodward,"Director, Student Affairs",University Of Houston,College of Social Sciences,,,568.0,,44461941.0,225511.0,True
Bernard McIntyre,Dean,University Of Houston,College of Technology,Brown PhD,,568.0,,44461941.0,225511.0,True
Shirley Ezell,"Associate Dean, Admissions",University Of Houston,College of Technology,,,568.0,,44461941.0,225511.0,True
Ira Colby,Dean,University Of Houston,Graduate School of Social Work,Pennsylvania PhD,,568.0,,44461941.0,225511.0,True
Michelle Sampson,"Director, Career Services",University Of Houston,,,,568.0,,44461941.0,225511.0,True
Vacant,"Director, Development",University Of Houston,,,,568.0,,44461941.0,225511.0,True
Mimi Lang,Admissions Assistant,University Of Houston,,,,568.0,,44461941.0,225511.0,True
William A. Staples,President,University Of Houston Clear Lake,,Drake 1970 BBA; Iowa 1972 MBA; Houston 1979 PhD,,568.0,,52913039.0,225414.0,False
Edward J. Hayes,Senior Vice President,University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Edward J. Hayes,Provost,University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Michelle Dotter,"Vice President, Administration and Finance",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Carol Snyder,"Associate Vice President, Academic Affairs",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
David L. Sheets,"Associate Vice President, Institutional Advancement",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Darlene Biggers,"Associate Vice President, Student Services",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Darlene Biggers,Dean Of Students,University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Vacant,"Assistant Vice President, Business Services",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
John Cordary,"Assistant Vice President, Finance",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Stephen D. Kelley,"Executive Director, Development and Alumni Relations",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Darella Banks,"Executive Director, Enrollment Services",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
David G. Underwood,"Executive Director, Institutional Effectiveness",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
S. Joe McCord,"Executive Director, Library and Learning Resources",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Linda Flores Olson,"Director, Alumni",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Alfred J. Kahn,"Director, Career and Counseling Services",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Dan Bowen,"Director, Communications",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
Cindy Dutschke,"Director, Institutional Research",University Of Houston Clear Lake,,,,568.0,,52913039.0,225414.0,False
William Cummings,Dean,University Of Houston Clear Lake,School of Business and Public Administration,,,568.0,,52913039.0,225414.0,False
Dennis W. Spuck,Dean,University Of Houston Clear Lake,School of Education,,,568.0,,52913039.0,225414.0,False
Spencer McWilliams,Dean,University Of Houston Clear Lake,School of Human Sciences and Humanities,,,568.0,,52913039.0,225414.0,False
Charles W. McKay,Dean,University Of Houston Clear Lake,School of Natural and Applied Sciences,,,568.0,,52913039.0,225414.0,False
Max Castillo,President,University Of Houston Downtown,,"St Mary's U BA, MA; Houston EdD","Career: President, San Antonio College, 1983-92",568.0,,16277215.0,225432.0,False
Ivonne Montalbano,Executive Assistant To The President,University Of Houston Downtown,,,,568.0,,16277215.0,225432.0,False
Ivonne Montalbano,"Director, Constituent Relations",University Of Houston Downtown,,,,568.0,,16277215.0,225432.0,False
Molly R. Woods,"Vice President, Academic Affairs",University Of Houston Downtown,,,,568.0,,16277215.0,225432.0,False
Molly R. Woods,Provost,University Of Houston Downtown,,,,568.0,,16277215.0,225432.0,False
T. Chaney Anderson,"Vice President, Administration",University Of Houston Downtown,,,,568.0,,16277215.0,225432.0,False
J. David Fairbanks,"Associate Vice President, Policy and Planning",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
George L. Hampton III,"Assistant Vice President, Academic Affairs",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
David Bradley,"Assistant Vice President, Administration",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Beatrice H. Alff,"Assistant Vice President, Business Affairs",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Geneva Hagedorn,"Assistant Vice President, Human Resources",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Geneva Hagedorn,Affirmative Action Officer,University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
M. Anne Murphy,"Executive Director, Institutional Advancement",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Ann McDonald,"Executive Director, Student Affairs",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Vacant,"Director, Admissions and Records",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Stephanie Tamborello,"Director, Campus and Student Assistance Center",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Peggy Osbourn,"Director, Counseling and Career Services",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Pat Ensor,"Director, W. I. Dykes Library",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Tom Corti,"Director, Student Activities",University Of Houston Downtown,,,,569.0,,16277215.0,225432.0,False
Bobby Bizzell,Dean,University Of Houston Downtown,College of Business,,,569.0,,16277215.0,225432.0,False
Michael R. Dressman,Dean,University Of Houston Downtown,College of Humanities and Social Sciences,,,569.0,,16277215.0,225432.0,False
George Pincus,Dean,University Of Houston Downtown,College of Sciences and Technology,,,569.0,,16277215.0,225432.0,False
Dan R. Jones,Dean (Acting),University Of Houston Downtown,University College,,,569.0,,16277215.0,225432.0,False
Karen S. Haynes,President,University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
Don N. Smith,Provost,University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
Don N. Smith,"Vice President, Academic Affairs",University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
Wayne B. Beran,"Vice President, Administration and Finance",University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
Richard D. Phillips,"Associate Vice President, Enrollment Management and Student Relations",University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
Carole E. Oliphant,"Executive Director, Institutional Advancement",University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
Joseph S. Ferguson,"Director, Computer Services",University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
Joe F. Dahlstrom,"Director, Library",University Of Houston Victoria,,,,569.0,,173388201.0,225502.0,False
"Eduardo Aguirre, Jr.",Regent,University Of Houston System,,,"Division Executive, International
Private Banking B, Bank of America
P.O. Box 2518, 700 Louisiana, Sth FI.,
Houston, TX 77252-2518
Tel: (713) 247-6226 Fax: (713) 247-6736",569.0,,2801525821.0,,False
Suzette T. Caldwell,Regent,University Of Houston System,,,"Windsor Village United Methodist
Church
6000 Heatherbrook, Houston, TX 77085
Tel: (713) 723-8187 Ext. 256
Fax: (713) 723-1308",569.0,,2801525821.0,,False
Theresa W. Chang,Regent,University Of Houston System,,,"Assistant County Attorney
625 Piney Pt. Rd., Houston, TX 77024
Tel: (713) 827-8351 Fax: (713) 973-8567",569.0,,2801525821.0,,False
George Eugene McDavid,Regent,University Of Houston System,,,"Consultant, Houston Chronicle
801 Texas Ave., Houston, TX 77002
Tel: (713) 220-7900 Fax: (713) 220-7918
Career: President, Houston Chronicle",569.0,,2801525821.0,,False
Charles E. McMahen,Chairman,University Of Houston System,,,"Vice Chairman, Compass Bank
P.O. Box 4444, 24 Greenway Plz., Ste. 1401,
Houston, TX 77210-4444
Tel: (713) 993-8572 Fax: (713) 993-8500",569.0,,2801525821.0,,False
John M. O'Quinn,Regent,University Of Houston System,,,"Attorney at Law, O'Quinn &
Laminack
440 Louisiana, Ste. 2300, Houston, TX 77002
Tel: (713) 236-2659 Fax: (713) 222-6903",569.0,,2801525821.0,,False
Gary L. Rosenthal,Secretary,University Of Houston System,,,"President, Heaney Rosenthal, Inc
600 Travis, Ste. 6110, Houston, TX 77002
Tel: (713) 332-2750 Ext. 353
Fax: (713) 332-2751",569.0,,2801525821.0,,False
Thad Smith,Regent,University Of Houston System,,,"Chairman and Chief Executive Officer,
Smith Global Services, Inc
33 Charleston N., Sugar Land, TX 77478
Tel: (281) 242-1165 Fax: (281) 242-6785",569.0,,2801525821.0,,False
Kay Kerr Walker,Vice Chairman,University Of Houston System,,,,569.0,,2801525821.0,,False
Robert A. Hoover,President,University Of Idaho,,UC Santa Barbara 1973 PhD,"Career: Dean, College of Humanities, Arts and Sciences, Utah State University, 1984-91; Vice President, Academic Affairs, University of Nevada, Reno, 1991-96",570.0,,155093810.0,142285.0,True
Brian L. Pitcher,Provost,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Dene K. Thomas,Vice Provost,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Joanne B. Carr,"Vice President, Advancement",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Jerry N. Wallace,"Vice President, Finance and Administration",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Jean'ne M. Shreeve,"Vice President, Research and Graduate Studies",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
W. Hal Godwin,"Vice President, Student Affairs",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
W. Hal Godwin,Vice Provost,University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Ronald W. Force,"Dean, Library Services",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Glenn Wilde,"Executive Director, Information Resources and Technology",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Vacant,"Executive Director, Institutional Planning and Budget",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Daniel D. Davenport,"Director, Admissions",University Of Idaho,,,,570.0,,155093810.0,142285.0,True
Daniel A. Blanco,"Director, Career Services Center",University Of Idaho,,,"Brink Hall, Rm. G-11, Moscow, ID 83844-1101",570.0,,155093810.0,142285.0,True
Larry Branen,Dean,University Of Idaho,College of Agriculture,,,570.0,,155093810.0,142285.0,True
Paul G. Windley,Dean,University Of Idaho,College of Art and Architecture,,,570.0,,155093810.0,142285.0,True
