Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Emily Zimmer,Non Voting Student Regent,University Of Nebraska System,,,,,,,,2802450327.0,,,,Regent,True,University of Nebraska System
Terry L. Fairfield,Vice Chairman,University Of Nebraska System,,,,,,,,2802450327.0,,,,Board Vice President,True,University of Nebraska System
Terry L. Fairfield,Chief Executive Officer,University Of Nebraska System,,,,,,,,2802450327.0,,,,Other Board Member,True,University of Nebraska System
Clarence Castner,President,University Of Nebraska System,,,,,,,,2802450327.0,,,,Board President,True,University of Nebraska System
Clarence Castner,Chief Development Officer,University Of Nebraska System,,,,,,,,2802450327.0,,,,Regent,True,University of Nebraska System
Curtis McKnight,Non Voting Student Regent,University Of Nebraska System,,,,,,,,2802450327.0,,,,Regent,True,University of Nebraska System
"Jim McClurg, Ph.D",Past Chairman,University Of Nebraska System,,Nebraska Wesleyan 1967 BS; Nebraska 1973 PhD,"Senior Vice President, MDS Pharma Services",,,,,2802450327.0,,,,Board President,True,University of Nebraska System
Tim Hruza,Non Voting Student Regent,University Of Nebraska System,,,,,,,,2802450327.0,,,,Regent,True,University of Nebraska System
Howard L. Hawks,Regent,University Of Nebraska System,,Nebraska; Nebraska (Omaha) MBA,"Co-Founder, Chairman and Chief Executive Officer, Tenaska, Inc1044 North 115th Street, Suite 400, Omaha, NE 68154-4446",,,,,2802450327.0,,,,Regent,True,University of Nebraska System
Chuck Hassebrook,Vice Chairman,University Of Nebraska System,,,"Director, Center for Rural Affairs",,,,,2802450327.0,,,,Board Vice President,True,University of Nebraska System
"Randolph M. Ferlic, M.D.",Regent,University Of Nebraska System,,,"President, Surgical Services of the Great Plains, P.C(1974-1993)",,,,,2802450327.0,,,,Regent,True,University of Nebraska System
"Robert ""Bob"" Phares",Regent,University Of Nebraska System,,Nebraska (Kearney) BA,"President and Owner, Phares Financial Services, Inc",,,,,2802450327.0,,,,Regent,True,University of Nebraska System
Kent A. Schroeder,Regent,University Of Nebraska System,,Iowa State 1965 BS; Nebraska 1968 JD,"Pilot (1), Nebraska Air National Guard",,,,,2802450327.0,,,,Regent,True,University of Nebraska System
John M. Eaves,Regent,University Of New Mexico,,New Mexico JD,,,,,,169521973.0,187985.0,,,Regent,True,
William B. Richardson,Ex Officio Regent,University Of New Mexico,,Tufts 1970 BA; Fletcher Law & Diplomacy 1971 MA,"Governor (D), State of New Mexico",,,,,169521973.0,187985.0,,,"Regent, Ex Officio",True,
James H. Koch,President,University Of New Mexico,,,,,,,,169521973.0,187985.0,,,Board President,True,
Jack L. Fortner,Vice President,University Of New Mexico,,,,,,,,169521973.0,187985.0,,,Board Vice President,True,
Dahlia Dorman,Student Regent,University Of New Mexico,,,,,,,,169521973.0,187985.0,,,Regent,True,
Don Chalmers,Regent,University Of New Mexico,,,,,,,,169521973.0,187985.0,,,Regent,True,
Carolyn Abeita,Secretary,University Of New Mexico,,,,,,,,169521973.0,187985.0,,,Other Board Member,True,
Carolyn Abeita,Treasurer,University Of New Mexico,,,,,,,,169521973.0,187985.0,,,Other Board Member,True,
Raymond G. Sanchez,Regent,University Of New Mexico,,,,,,,,169521973.0,187985.0,,,Regent,True,
Gladys Ashe Robinson,Governor,University Of North Carolina System,,Bennett BA; North Carolina A&T MEd,"Executive Director, Sickle Cell Disease Association of the Piedmont",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Irvin Al Roseman,Governor,University Of North Carolina System,,"North Carolina 1964 BS, 1967 DDS",,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
"Estelle ""Bunny"" Sanders",Secretary,University Of North Carolina System,,Howard U 1964 BA,"Mayor, Town of Roper, North Carolina",,,,,4210158053.0,,,,Other Board Member,True,University of North Carolina System
James Bradley Wilson,Governor,University Of North Carolina System,,Appalachian State 1975 BA; Wake Forest 1978 JD,"Senior Vice President, Corporate Secretary and General Counsel, Blue Cross and Blue Shield of North Carolina",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
William G. Smith,Governor,University Of North Carolina System,,,"President and Chief Executive Officer, Mutual Community Savings Bank, SSB",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Priscilla P. Taylor,Governor,University Of North Carolina System,,"North Carolina 1966 BA, 1968 MS, 1980 PhD",,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
"Marshall B. Pitts, Jr.",Governor,University Of North Carolina System,,Appalachian State 1987 BS; North Carolina Central 1990 JD,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
J. Craig Souza,Vice Chairman,University Of North Carolina System,,East Carolina 1971 BA,"President, The North Carolina Health Care Facilities Association",,,,,4210158053.0,,,,Board Vice President,True,University of North Carolina System
"Jim W. Phillips, Jr",Chairman,University Of North Carolina System,,North Carolina 1979 BA; Wake Forest 1984 JD,"Attorney, Brooks, Pierce, McLendon, Humphrey & Leonard, LLP",,,,,4210158053.0,,,,Board President,True,University of North Carolina System
David W. Young,Governor,University Of North Carolina System,,,"Owner, Fugazy Travel",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
"Charles H. Mercer, Jr.",Governor,University Of North Carolina System,,,"Partner, Nelson Mullins Riley & Scarborough LLP",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Bradley T. Adcock,Governor,University Of North Carolina System,,Appalachian State 1976 BA,"Vice President, Government Affairs, Blue Cross and Blue Shield of North Carolina",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Brent D. Barringer,Governor,University Of North Carolina System,,North Carolina 1981 BS,"Attorney, Barringer Law Firm, LLP",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Peaches Gunter Blank,Governor,University Of North Carolina System,,North Carolina State 1973 BA. 1974 MA,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
R. Steve Bowden,Governor,University Of North Carolina System,,Wake Forest 1972 BA; Campbell 1979 JD,"Attorney, R. Steve Bowden & Associates",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Laura W. Buffaloe,Governor,University Of North Carolina System,,,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
"Frank Daniels, Jr",Governor,University Of North Carolina System,,,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Phillip R. Dixon,Governor,University Of North Carolina System,,East Carolina 1971 BS; North Carolina JD,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Ray S. Farris,Governor,University Of North Carolina System,,North Carolina 1962 BA. 1967 JD,"Attorney, Johnston, Allison & Hord",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Dudley E. Flood,Governor,University Of North Carolina System,,North Carolina Central 1954 BA: East Carolina 1969 MA; Duke 1979 EdD,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Hannah D. Gage,Governor,University Of North Carolina System,,North Carolina 1975 BA,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Ann Baggett Goodnight,Governor,University Of North Carolina System,,North Carolina State 1968 BA,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Clarice Cato Goodyear,Governor,University Of North Carolina System,,,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Hiram Frank Grainger,Governor,University Of North Carolina System,,,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Peter D. Hans,Governor,University Of North Carolina System,,North Carolina 1991 BA,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Charles A. Hayes,Governor,University Of North Carolina System,,"East Carolina 1972 BA, 1974 MA","President and Chief Executive Officer, Research Triangle Regional Partnership",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Adelaide Daniels Key,Governor,University Of North Carolina System,,,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
G. Leroy Lail,Governor,University Of North Carolina System,,North Carolina 1961 BS,"Owner, Hickory Furniture Mart",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Ronald C. Leatherwood,Governor,University Of North Carolina System,,,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Cheryl Ransom Locklear,Governor,University Of North Carolina System,,,,,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Fred G. Mills,Governor,University Of North Carolina System,,Wake Forest 1964 BA,"President, Mills Construction Company",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
John F. Davis III,Governor,University Of North Carolina System,,Guilford Col 1965 BA; Wake Forest MA,"Managing Director, Deutsche Bank AG",,,,,4210158053.0,,,,Governor,True,University of North Carolina System
Richard S. Gast,Trustee,University Of Northern Colorado,,,,,,,,71966907.0,127741.0,,,Trustee,True,
Gilbert Carbajal,Trustee,University Of Northern Colorado,,"Northern Colorado BA; Colorado State MA, PhD",,,,,,71966907.0,127741.0,,,Trustee,True,
Mason Smith,Student Trustee,University Of Northern Colorado,,,University of Northern lowa,,,,,71966907.0,127741.0,,,Trustee,True,
Jerry L. Morgensen,Trustee,University Of Northern Colorado,,,"Chairman and Chief Executive Officer, Hensel Phelps Construction Coagil not",,,,,71966907.0,127741.0,,,Trustee,True,
Dick Monfort,Chairman,University Of Northern Colorado,,,,,,,,71966907.0,127741.0,,,Board President,True,
"Richard James ""Jim"" Chavez",Trustee,University Of Northern Colorado,,,"Executive Director, Latin American Educational Foundation",,,,,71966907.0,127741.0,,,Trustee,True,
Carlotta LaNier,Trustee,University Of Northern Colorado,,,,,,,,71966907.0,127741.0,,,Trustee,True,
Joan Clinefelter,Faculty Trustee,University Of Northern Colorado,,,,,,,,71966907.0,127741.0,,,Trustee,True,
Darlene LeDoux,Trustee,University Of Northern Colorado,,,,,,,,71966907.0,127741.0,,,Trustee,True,
J. Christopher Reyes,Trustee,University Of Notre Dame,,Maryland 1975 BS,,,,,,107639228.0,152080.0,,,Trustee,True,
Philip J. Purcell III,Trustee,University Of Notre Dame,,Notre Dame 1964 BBA; Chicago 1967 MBA,,,,,,107639228.0,152080.0,,,Trustee,True,
Cecilia H. Prinster,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Phillip B. Rooney,Trustee,University Of Notre Dame,,St Bernard's 1966 BA,,,,,,107639228.0,152080.0,,,Trustee,True,
Anita M. Pampusch,Trustee,University Of Notre Dame,,,"President, Bush Foundation (1997-2007)",,,,,107639228.0,152080.0,,,Trustee,True,
Keri O. Oxley,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Antonio Ortiz,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Percy A. Pierre,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Shayla Keough Rumely,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
"James F. ""Jay"" Flaherty III",Trustee,University Of Notre Dame,,Notre Dame 1979 BBA; UCLA 1983 MBA,"Chairman and Chief Executive Officer, HCP, Inc",,,,,107639228.0,152080.0,,,Trustee,True,
John F. Sandner,Trustee,University Of Notre Dame,,Southern Illinois BA; Notre Dame 1968 JD,,,,,,107639228.0,152080.0,,,Trustee,True,
"Rev. Timothy R. Scully, CSC",Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
William J. Shaw,Trustee,University Of Notre Dame,,Notre Dame 1969 BBA;,,,,,,107639228.0,152080.0,,,Trustee,True,
Kenneth E. Stinson,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Phyllis W. Stone,Trustee,University Of Notre Dame,,Notre Dame 1964 BSCE; Stanford 1970 MSE,,,,,,107639228.0,152080.0,,,Trustee,True,
"Rev. David T. Tyson, CSC",Trustee,University Of Notre Dame,,"Notre Dame 1970 BA, 1974 MA; Indiana 1980 EdD","President, University of Portland (1990-2003)",,,,,107639228.0,152080.0,,,Trustee,True,
Arthur R. Velasquez,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Ann Claire Williams,Trustee,University Of Notre Dame,,Wayne State 1970 BS; Michigan 1972 MA; Notre Dame 1975 JD,"Circuit Judge, United States Court of Appeals for the Seventh Circuit 2722 U.S. Courthouse, 219 South Dearborn Street, Room 2612, 903 told: Chicago, IL 60604",,,,,107639228.0,152080.0,,,Trustee,True,
Joseph I. O'Neill III,Trustee,University Of Notre Dame,,,"Managing Partner, O'Neill Properties, Ltd, PO. Box 2840. Midland. TX 79702",,,,,107639228.0,152080.0,,,Trustee,True,
Shirley Welsh Ryan,Trustee,University Of Notre Dame,,,"Chairman, Pathways Awareness Foundation",,,,,107639228.0,152080.0,,,Trustee,True,
"Richard A. ""Dick"" Nussbaum II",Trustee,University Of Notre Dame,,"Notre Dame BA, JD",,,,,,107639228.0,152080.0,,,Trustee,True,
Stephen J. Brogan,Trustee,University Of Notre Dame,,Boston Col 1974 AB; Notre Dame 1977 JD,"Managing Partner, Jones Day",,,,,107639228.0,152080.0,,,Trustee,True,
Martin Naughton,Trustee,University Of Notre Dame,,,"Chairman, Glen Dimplex Group, 41 Ailesbury Road, Dublin, 4. Ireland",,,,,107639228.0,152080.0,,,Trustee,True,
"Rev. Jose E. Ahumada, CSC",Trustee,University Of Notre Dame,,,"Director, Formation, District of Chile",,,,,107639228.0,152080.0,,,Trustee,True,
"Rev. E. William Beauchamp, CSC",Trustee,University Of Notre Dame,,"Detroit 1964 BBA, 1966 MBA; Notre Dame 1975 JD, 1981 MDiv",,,,,,107639228.0,152080.0,,,Trustee,True,
Robert F. Biolchini,Trustee,University Of Notre Dame,,,"Partner, Stuart, Biolchini & Turner",,,,,107639228.0,152080.0,,,Trustee,True,
Cathleen P. Black,Trustee,University Of Notre Dame,,Trinity Col (DC),,,,,,107639228.0,152080.0,,,Trustee,True,
Richard C. Notebaert,Chairman,University Of Notre Dame,,"Wisconsin 1969 BA, 1983 MBA","President and Chief Executive Officer, Tellabs, Inc(2000-2002)",,,,,107639228.0,152080.0,,,Board President,True,
Thomas G. Burish,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Raymond G. Chambers,Trustee,University Of Notre Dame,,,"Chairman, The Amelior Foundation",,,,,107639228.0,152080.0,,,Trustee,True,
Robert M. Conway,Trustee,University Of Notre Dame,,Chicago 1969 MBA,,,,,,107639228.0,152080.0,,,Trustee,True,
Fritz L. Duda,Trustee,University Of Notre Dame,,,"President, Fritz Duda Company",,,,,107639228.0,152080.0,,,Trustee,True,
Jose E. Fernandez,Trustee,University Of Notre Dame,,Notre Dame BS; Michigan MBA,"President and Chief Executive Officer, Oriental Financial Group Inc",,,,,107639228.0,152080.0,,,Trustee,True,
W. Douglas Ford,Trustee,University Of Notre Dame,,Notre Dame; Northwestern PhD,,,,,,107639228.0,152080.0,,,Trustee,True,
Marye Anne Fox,Trustee,University Of Notre Dame,,Notre Dame Col (OH) 1969 BSChem; Cleveland State 1970 MS; Dartmouth 1974 PhD,,,,,,107639228.0,152080.0,,,Trustee,True,
Stephanie A. Gallo,Trustee,University Of Notre Dame,,,"Marketing Manager, E&J Gallo Winery",,,,,107639228.0,152080.0,,,Trustee,True,
F. Michael Geddes,Trustee,University Of Notre Dame,,,"Chairman and President, Geddes and Company",,,,,107639228.0,152080.0,,,Trustee,True,
John F. Affleck-Graves,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
"John W. Glynn, Jr.",Trustee,University Of Notre Dame,,,"Founder and General Partner, Glynn Capital Management; Founder and General Partner, Glynn Ventures",,,,,107639228.0,152080.0,,,Trustee,True,
Nancy M. Haegel,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
"Enrique ""Rick"" Hernandez, Jr.",Trustee,University Of Notre Dame,,"Harvard 1977 AB, 1980 JD",,,,,,107639228.0,152080.0,,,Trustee,True,
Carol Hank Hoffman,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Douglas Tong Hsu,Trustee,University Of Notre Dame,,,"Chairman and Chief Executive Officer, Far Eastern Group, Tun-Hwa South Road, 36F, No. 207, Sec.2, Taipei, 106, Taiwan",,,,,107639228.0,152080.0,,,Trustee,True,
"Rev. Peter A. Jarret, CSC",Trustee,University Of Notre Dame,,"Notre Dame 1986, 1991 MDiv",,,,,,107639228.0,152080.0,,,Trustee,True,
"Rev. John I. Jenkins, CSC",Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
"The Most Reverend Daniel R. Jenky, CSC",Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
John W. Jordan II,Trustee,University Of Notre Dame,,Notre Dame 1969 Bs,,,,,,107639228.0,152080.0,,,Trustee,True,
"Thomas E. Larkin, Jr",Trustee,University Of Notre Dame,,Notre Dame 1961 BA,,,,,,107639228.0,152080.0,,,Trustee,True,
Diana Lewis,Trustee,University Of Notre Dame,,,,,,,,107639228.0,152080.0,,,Trustee,True,
Patrick F. McCartan,Trustee,University Of Notre Dame,,"Notre Dame 1956 AB, 1959 JD",,,,,,107639228.0,152080.0,,,Trustee,True,
Ted H. McCourtney,Trustee,University Of Notre Dame,,,"General Partner, Saw Mill Partners",,,,,107639228.0,152080.0,,,Trustee,True,
Terrence J. McGlinn,Trustee,University Of Notre Dame,,,"General Partner, Walnut Street Associates",,,,,107639228.0,152080.0,,,Trustee,True,
Andrew J. McKenna,Trustee,University Of Notre Dame,,Notre Dame; DePaul JD,,,,,,107639228.0,152080.0,,,Trustee,True,
William M. Goodyear,Trustee,University Of Notre Dame,,,"Chairman and Chief Executive Officer, Navigant Consulting, Inc615 North Wabash Avenue, Chicago, IL 60611",,,,,107639228.0,152080.0,,,Trustee,True,
Thomas M. Zuckerman,Chairman,University Of Pacific,,Amherst BA; Boalt Hall JD,,,,,,119942576.0,120883.0,,,Board President,True,
Lori Best Sawdon,Regent,University Of Pacific,,U Pacific 1981; San Francisco Sem 1986 MDiv,"Pastor, Lafayette United Methodist Church",,,,,119942576.0,120883.0,,,Regent,True,
"Elizabeth Anne ""Betsy"" Sanders",Regent,University Of Pacific,,Boston U MA,"Principal Partner and Owner, The Sanders Partnership",,,,,119942576.0,120883.0,,,Regent,True,
Barry L. Ruhl,Regent,University Of Pacific,,U Pacific DDS,,,,,,119942576.0,120883.0,,,Regent,True,
W. Ronald Redmond,Regent,University Of Pacific,,U Pacific 1966 DDS,"Orthodontist, Redmond Orthodontics 181 Ave Vaquero, #C, San Clemente, CA 92672",,,,,119942576.0,120883.0,,,Regent,True,
Jeannette Powell,Regent,University Of Pacific,,,,,,,,119942576.0,120883.0,,,Regent,True,
Donald V. DeRosa,Regent,University Of Pacific,,,"Chairman and Chief Executive Officer, 1867 Western Financial Corp",,,,,119942576.0,120883.0,,,Regent,True,
Fredric C. Nelson,Regent,University Of Pacific,,Dickinson Col 1967 BA; Pittsburgh 1970 JD,"Partner, Thelen LLP 101 Second Street, Suite 1800, San Francisco, CA 94105-3601",,,,,119942576.0,120883.0,,,Regent,True,
Kirkwood D. Bowman,Regent,University Of Pacific,,U Pacific BA; UC Berkeley MBA,,,,,,119942576.0,120883.0,,,Regent,True,
Consuelo Maria Callahan,Regent,University Of Pacific,,,"Circuit Judge (R), Chambers of Circuit Judge Consuelo Maria Callahan, United States Court of Appeals for the Ninth Circuit",,,,,119942576.0,120883.0,,,Regent,True,
Tony Chan,Regent,University Of Pacific,,,,,,,,119942576.0,120883.0,,,Regent,True,
Robert Corkern,Regent,University Of Pacific,,,"President, Klein Brothers Holdings, Ltd",,,,,119942576.0,120883.0,,,Regent,True,
Victor F. Ornelas,Regent,University Of Pacific,,,"Owner, Ornelas Golf, Lic Marina del Rey, CA 90292",,,,,119942576.0,120883.0,,,Regent,True,
"Morrison C. England, Jr.",Regent,University Of Pacific,,U Pacific 1977 BA; McGeorge 1983 JD,"District Judge, United States District Court for the Eastern District of California O*",,,,,119942576.0,120883.0,,,Regent,True,
Steven J. Goulart,Regent,University Of Pacific,,U Pacific,,,,,,119942576.0,120883.0,,,Regent,True,
Sigmund H. Abelson,Regent,University Of Pacific,,,"Associate Dean, Faculty Practices and Associate Professor of Clinical Dentistry, USC School of Dentistry, University of Southern California",,,,,119942576.0,120883.0,,,Regent,True,
Jose Hernandez,Regent,University Of Pacific,,,,,,,,119942576.0,120883.0,,,Regent,True,
Howard M. Koff,Regent,University Of Pacific,,,"President and Chief Executive Officer, Westbury Financial",,,,,119942576.0,120883.0,,,Regent,True,
Larry Leasure,Regent,University Of Pacific,,"U Pacific 1963 BA, 1966 MA","Co Founder, White-Leasure Development Company",,,,,119942576.0,120883.0,,,Regent,True,
Russell E. Leatherby,Regent,University Of Pacific,,,,,,,,119942576.0,120883.0,,,Regent,True,
Steven F. Leer,Regent,University Of Pacific,,U Pacific 1975 BS; Washington U (MO) 1977 MBA,"Chairman and Chief Executive Officer, Arch Coal, IncOne City Place Drive, Suite 300, St. Louis, MO 63141",,,,,119942576.0,120883.0,,,Regent,True,
Jim Mair,Regent,University Of Pacific,,U Pacific BBA; Santa Clara MBA,"President, Chief Executive Officer and Founder, South Bay Development Company",,,,,119942576.0,120883.0,,,Regent,True,
Diane Miller,Regent,University Of Pacific,,,,,,,,119942576.0,120883.0,,,Regent,True,
Hayne R. Moyer,Regent,University Of Pacific,,San Jose State 1970 BA; U Pacific 1975 JD,"Of Counsel, Kronick Moskovitz Tiedemann & Girard 400 Capitol Mall, 27th Floor, Sacramento, CA 95814",,,,,119942576.0,120883.0,,,Regent,True,
Kathleen Lagorio Janssen,Regent,University Of Pacific,,,"President, Ace Tomato Company",,,,,119942576.0,120883.0,,,Regent,True,
Charles M. Steiner,Trustee,University Of Pittsburgh,Charles M. Steiner,,,,,,,170201317.0,215293.0,,,Trustee,True,
Luke Ravenstahl,Ex Officio Trustee,University Of Pittsburgh,,Washington & Jefferson 2002 BA,"Mavor (D). Office of the Mayor, City of Pittsburgh, Pennsylvania 512 City-County Bldg., 414 Grant St., Pittsburgh, PA 15219 Tel: (412) 255-2626",,,,,170201317.0,215293.0,,,"Trustee, Ex Officio",True,
Edward G. Rendell,Ex Officio Trustee,University Of Pittsburgh,,Pennsylvania 1965 BA; Villanova 1968 JD,,,,,,170201317.0,215293.0,,,"Trustee, Ex Officio",True,
Bryant J Salter,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Keith E. Schaefer,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
"Emil M. Spadafore, Jr",Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Robert P. Randall,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
"William E. Strickland, Jr",Trustee,University Of Pittsburgh,"William E. Strickland, Jr",,,,,,,170201317.0,215293.0,,,Trustee,True,
Sam S. Zacharias,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
A. David Tilstone,Trustee,University Of Pittsburgh,,Connecticut; North Carolina State MS,"President, Extrude Hone Corporation 1 Industry Boulevard, Irwin, PA 15642 Tel: (724) 863-5900",,,,,170201317.0,215293.0,,,Trustee,True,
Stephen R. Tritch,Trustee,University Of Pittsburgh,,,"Member, President's Export Council, International Trade Administration, United States Department of Commerce Herbert Clark Hoover Building, stripo 14th Street and Constitution Avenue, NW, 2 isol) Washington, DC 20230",,,,,170201317.0,215293.0,,,Trustee,True,
William E. Trueheart,Trustee,University Of Pittsburgh,,"Connecticut BA; Harvard 1973 MPA, 1979 EdDol",,,,,,170201317.0,215293.0,,,Trustee,True,
Thomas J. Usher,Trustee,University Of Pittsburgh,,"Pittsburgh 1964 BS, 1965 MS, 1971 PhD",,,,,,170201317.0,215293.0,,,Trustee,True,
John J. Verbanac,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Mary Jo White,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Gerald L. Zahorchak,Ex Officio Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,"Trustee, Ex Officio",True,
"John H. Pelusi, Jr",Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
John A. Swanson,Trustee,University Of Pittsburgh,,Pittsburgh 1960 BA,,,,,,170201317.0,215293.0,,,Trustee,True,
Robert A. Paul,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Thomas H. O'Brien,Trustee,University Of Pittsburgh,,Notre Dame 1958 BS; Harvard 1962 MBA,,,,,,170201317.0,215293.0,,,Trustee,True,
John G. Conomikes,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Eva Tansky Blum,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Michael A. Bryson,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Charles E. Bunch,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Ralph J. Cappy,Chairman,University Of Pittsburgh,,"Pittsburgh 1965 BS, 1968 JD","Shareholder, Buchanan Ingersoll & Rooney PC One Oxford Centre, 301 Grant Street, 20th Floor, Pittsburgh, PA 15219-1410 Tel: (412) 562-1555",,,,,170201317.0,215293.0,,,Board President,True,
Dan Onorato,Ex Officio Trustee,University Of Pittsburgh,,"Pittsburgh BS, JD",,,,,,170201317.0,215293.0,,,"Trustee, Ex Officio",True,
"Jay Costa, Jr.",Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
"George A. Davidson, Jr",Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
"Catherine D. DeAngelis, M.D",Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
William S. Dietrich II,Trustee,University Of Pittsburgh,,"Princeton 1960 BA; Pittsburgh 1980 MA, 1984 Ph[",,,,,,170201317.0,215293.0,,,Trustee,True,
Lee B. Foster II,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Bobbie Gaunt,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Ira J. Gumberg,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Melissa A. Hart,Trustee,University Of Pittsburgh,,Washington & Jefferson 1984 BA; Pittsburgh 1987 JE,,,,,,170201317.0,215293.0,,,Trustee,True,
Robert M. Hernandez,Vice Chairman,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Board Vice President,True,
Dan B. Frankel,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Sy Holzer,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Morgan K. O'Brien,Trustee,University Of Pittsburgh,,"Robert Morris Col (PA) BS, MS",,,,,,170201317.0,215293.0,,,Trustee,True,
Mark A. Nordenberg,Ex Officio Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,"Trustee, Ex Officio",True,
Frederick W. Hill,Trustee,University Of Pittsburgh,,"Pittsburgh 1975 BA, 1978 JD",,,,,,170201317.0,215293.0,,,Trustee,True,
Marlee Myers,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
"George L. Miles, Jr.",Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
Susan P. McGalla,Trustee,University Of Pittsburgh,,,"President and Chief Merchandising Officer, American Eagle Outfitters, Inc. (2007-2008)",,,,,170201317.0,215293.0,,,Trustee,True,
H. Lee Noble,Trustee,University Of Pittsburgh,,,,,,,,170201317.0,215293.0,,,Trustee,True,
