Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Don Siegelman,Ex Officio President,University of Alabama System,,,,536.0,,2800507078.0,,,,"Board President, Ex Officio",True,University of Albama System
Peter L. Lowe,Trustee,University of Alabama System,,,,536.0,,2800507078.0,,,,Trustee,True,University of Albama System
Christine Maziar,"Vice President, Research",University of Minnesota System,Graduate School,,,595.0,,130238516.0,174066.0,,,Board Vice President,True,University of Minnesota System
Victor Bloomfield,Associate Dean,University of Minnesota System,Graduate School,,,595.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Mark G. Yudof,Ex Officio Regent,University of Minnesota System,,,,598.0,,130238516.0,174066.0,,,"Regent, Ex Officio",True,University of Minnesota System
Jessica J. Phillips,Regent,University of Minnesota System,,Minnesota (Morris),,598.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Mark G. Yudof,President,University of Minnesota System,,,,598.0,,130238516.0,174066.0,,,Board President,True,University of Minnesota System
Patricia B. Spence,Vice Chairperson,University of Minnesota System,,Minnesota BS,"Mayor, Little Falls, MN; Economic Development Director, Morrison County, MN",598.0,,130238516.0,174066.0,,,Board Vice President,True,University of Minnesota System
Maureen K. Reed,Regent,University of Minnesota System,,Minnesota MED,,598.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
William R. Peterson,Regent,University of Minnesota System,,,"President, Minnesota State Building and Construction Trades Council; Executive Secretary, St. Paul Building Trades Council",598.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Dallas Bohnsack,Regent,University of Minnesota System,,Southwest State BS,"Vice President, Minnesota State University Board, 1991-93",597.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
H. Bryan Neel III,Regent,University of Minnesota System,,Cornell BS; SUNY (Brooklyn) MD; Minnesota PhD,"Chair, Otolaryngology, Mayo Medical School",597.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Victor Bloomfield,"Vice Provost, Research",University of Minnesota System,Graduate School,,,595.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Michael O'Keefe,Regent,University of Minnesota System,,Pittsburgh MA,"President, Consortium for the Advancement of Private Higher Education; Executive Vice President and Chief Executive Officer, McKnight Foundation",598.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Robert S. Bergland,Regent,University of Minnesota System,,Minnesota,"Member, U.S. Congress, 1970-77; U.SSecretary of Agriculture, 1977-80; President, Farmland World Trade, 1981-83; General Manager, National Rural Electric Cooperative Association, 1983-93",597.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Anthony R. Baraga,Regent,University of Minnesota System,,,,597.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
David R. Metzen,Regent,University of Minnesota System,,"Minnesota BA, MA, PhD",,597.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
Warren C. Larson,Regent,University of Minnesota System,,,"Commissioner, Clearwater County, Minnesota; President, Associate of Minnesota Counties",597.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
William E. Hogan II,Regent,University of Minnesota System,,Oklahoma State BS; Southern Methodist MA; Oklahoma State PhD,"Vice President, Operations, Medtronic; Professor and Senior Administrator, University of Kansas at Lawrence",597.0,,130238516.0,174066.0,,,Regent,True,University of Minnesota System
John W. Rich,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Judson Randolph, MD",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Edward G. Nelson,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Dudley Brown Morgan,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Rev. Edward A. Malloy,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Alyne Queener Massey,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Delbert Mann,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
J. Hicks Lanier,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
John Johnson,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Kenneth L. Roberts,Secretary,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Other Board Member,True,
"William A. McMinn, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Eugene B. Shanks, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
W. Ridley Wills II,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Charles C. Trabue, Jr.",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Cal Turner, Jr.",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Eugene H. Vaughan, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"James A. Webb, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Mary Jane L. Werthan,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Zachary M. Willette,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Martha Rivers Ingram,Chairman,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Board President,True,
David W. Wilson,Trustee,Vanderbilt University,,Vanderbilt 1958 BS; Harvard 1963 MBA,"Chairman and Chief Executive Officer, Rohm and Haas Company 100 Independence Mall W., Philadelphia. PA 19106-2399 Tel: (215) 592-3673 Fax: (215) 592-6996",690.0,,200719446.0,221999.0,,,Trustee,True,
Rebecca W. Wilson,Vice Chairperson,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Board Vice President,True,
Joe B. Wyatt,Chancellor,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Board President,True,
Joe B. Wyatt,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Sam I. Yarnell,Trustee,Vanderbilt University,,,Member of the Board,690.0,,200719446.0,221999.0,,,Trustee,True,
Richard H. Sinkfield,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Thomas M. Hudson,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Thomas B. Walker, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
H. Rodes Hart,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Joanne F. Hayes,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Mary Beth Adderley,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Michael L. Ainslie,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Nelson C. Andrews,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
"William W. Bain, Jr",Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
"Andrew B. Benedict, Jr",Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Darryl D. Berger,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Camilla Dietz Bergeron,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Michele Bitsis,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Dennis C. Bottorff,Vice Chairman,Vanderbilt University,,,"Affiliation: Chairman (Until January 1, 2001) AmSouth Bancorporation",689.0,,200719446.0,221999.0,,,Board Vice President,True,
Lewis M. Branscomb,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
"Monroe J. Carell, Jr",Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Ruth M. Cecil,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Thomas F. Cone,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
"Irwin B. Eskind, MD",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Miriam McGaw Cowden,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
Cecil D. Conlee,Trustee,Vanderbilt University,,,,689.0,,200719446.0,221999.0,,,Trustee,True,
William M. Hannon,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
John R. Hall,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Frank A. Godchaux III,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Sam M. Fleming,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
William W. Featheringill,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"L. Hall Hardaway, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Guilford Dudley, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Neil A. Dean,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Melanie Dayani,Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Frank M. Farris, Jr.",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
"Brownlee O. Currey, Jr",Trustee,Vanderbilt University,,,,690.0,,200719446.0,221999.0,,,Trustee,True,
Hazel W. Johnson-Brown,Trustee,Villanova University,,,"Professor, College of Nursing and Health Science, George Mason University",692.0,,7863295.0,216597.0,,,Trustee,True,
"Andrew J. Markey, Jr",Trustee,Villanova University,,,,692.0,,7863295.0,216597.0,,,Trustee,True,
Maureen H. McCullough,Trustee,Villanova University,,,Catholic Health East,692.0,,7863295.0,216597.0,,,Trustee,True,
Michael P. Monaco,Trustee,Villanova University,,Villanova 1970 BS; Fairleigh Dickinson 1981 MBA,"Vice Chairman, Cendant Corporation",692.0,,7863295.0,216597.0,,,Trustee,True,
Anthony T. Randazzo,Trustee,Villanova University,,,,692.0,,7863295.0,216597.0,,,Trustee,True,
"Harry R. Halloran, Jr",Trustee,Villanova University,,,"Chairman and Chief Executive Officer, American Refining Group",692.0,,7863295.0,216597.0,,,Trustee,True,
"Rev. Donald F. Reilly, OSA",Trustee,Villanova University,,,,692.0,,7863295.0,216597.0,,,Trustee,True,
Emily C. Reilly,Trustee,Villanova University,,,"Executive Vice President, The Connelly Foundation",692.0,,7863295.0,216597.0,,,Trustee,True,
Mariellen Whelan,Secretary,Villanova University,,,,692.0,,7863295.0,216597.0,,,Other Board Member,True,
"Rev. Joseph F. Wimmer, O.S.A",Trustee,Villanova University,,,"Professor, Biblical Studies, Washington Theological Union",692.0,,7863295.0,216597.0,,,Trustee,True,
Michael B. Picotte,Trustee,Villanova University,,,,692.0,,7863295.0,216597.0,,,Trustee,True,
John G. Gilfillan III,Trustee,Villanova University,,,"Partner, Carella, Byrne, Bain. Gilfillan, Cecchi, Stewart & Olstein, Roseland, NJ",691.0,,7863295.0,216597.0,,,Trustee,True,
"John M. Driscoll, OSA",Trustee,Villanova University,,,,691.0,,7863295.0,216597.0,,,Trustee,True,
"Kevin F. Dwyer, OSA",Affiliation,Villanova University,,,"Department of Religious Studies, Merrimack College, North Andover, MA",691.0,,7863295.0,216597.0,,,Other Board Member,True,
John G. Drosdick,Affiliation,Villanova University,,,"President and Chief Operating Officer, Sunoco, Inc, Philadelphia, PA",691.0,,7863295.0,216597.0,,,Other Board Member,True,
"Edmund J. Dobbin, OSA",Trustee,Villanova University,,,,691.0,,7863295.0,216597.0,,,Trustee,True,
"Edmund J. Dobbin, OSA",President,Villanova University,,,,691.0,,7863295.0,216597.0,,,Board President,True,
Gerald Clark,Trustee,Villanova University,,Miami U (OH) 1966 BS; Rutgers 1968 MBA,"Vice Chairman of the Board, Metropolitan Life Insurance Co, New York, NY",691.0,,7863295.0,216597.0,,,Trustee,True,
Gerald S.J. Cassidy,Trustee,Villanova University,,,"Chairman and Chief Executive Officer, Cassidy & Assoc, Washington, DC",691.0,,7863295.0,216597.0,,,Trustee,True,
"Rev. George F. Burnell, O.S.A.",Trustee,Villanova University,,,,691.0,,7863295.0,216597.0,,,Trustee,True,
Robert M. Birmingham,Chairman,Villanova University,,,,691.0,,7863295.0,216597.0,,,Board President,True,
James R. Birle,Trustee,Villanova University,,,"Chairman, Resolute Partners, Inc, Greenwich, CT",691.0,,7863295.0,216597.0,,,Trustee,True,
Lawrence E. Bathgate II,Trustee,Villanova University,,Villanova 1963 BS; Cornell 1967 JD,"Senior Partner, Bathgate, Wegener & Wolf, P.C, Lakewood, NJ",691.0,,7863295.0,216597.0,,,Trustee,True,
"Rev. Edson J. Wood, O.S.A",Trustee,Villanova University,,,,692.0,,7863295.0,216597.0,,,Trustee,True,
Rosa M. Gatti,Trustee,Villanova University,,,"Senior Vice President, Communications and Employee Relations, ESPN, Bristol, CT",691.0,,7863295.0,216597.0,,,Trustee,True,
"John E. Deegan, OSA",Vice Chairman,Villanova University,,,"Prior Provincial, Augustinian Provincial Offices",691.0,,7863295.0,216597.0,,,Board Vice President,True,
William B. Finneran,Trustee,Villanova University,,,,691.0,,7863295.0,216597.0,,,Trustee,True,
Ted L. Smith,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
"H. George White, Jr",Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Jay M. Weinberg,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
"Clarence L. Townes, Jr",Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Lindley T. Smith,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Robert E. Rigsby,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Percy Wootton,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Harold Pyon,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Angela Miles,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Mark A. Stevens,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Timothy L. Gresham,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Edward L. Flippen,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
William C. DeRusha,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Yvonne Benner,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
Diane Linen Powell,Board Member,Virginia Commonwealth University,,,,693.0,,184840846.0,234030.0,,,Member,True,
W. Heywood Fralin,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Susan Phillips Bari,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Gary Clisham,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Bennie J. Etheridge,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Donald W. Huffman,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Rodman Layman,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
"Cecil R. Maxson, Jr",Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Michael Miller,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Linda J. Pedigo,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
"John G. Rocovich, Jr",Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Thomas D. Rust,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Noel C. Taylor,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
"James E. Turner, Jr.",Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
Joseph R. Jenkins,Board Member,Virginia Polytechnic Institute And State University,,,,696.0,,859038795.0,233921.0,,,Member,True,
"Murray C. Greason, Jr.",Vice Chairman,Wake Forest University,,"Wake Forest 1959 BS, 1962 JD",Affiliation: Womble Carlyle Sandridge & Rice PLLC,698.0,,47251452.0,199847.0,,,Board Vice President,True,
Kyle Allen Young,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Marvin D. Gentry,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Albert R. Hunt,Trustee,Wake Forest University,,,"Affiliation: Executive Washington Editor, The Wall Street Journal 1025 Connecticut Ave., NW, Ste. 800, Washington, DC 20036",698.0,,47251452.0,199847.0,,,Trustee,True,
"James E. Johnson, Jr",Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
James W. Johnston,Trustee,Wake Forest University,,Illinois 1967 BS; Northwestern 1971 MBA,,698.0,"Vice President, Marketing, N.WIndustries, 1975-79; Chairman and Chief Executive Officer, R.J. Reynolds Tobacco Company; Vice Chairman, RJR Nabisco, Inc",47251452.0,199847.0,,,Trustee,True,
Deborah D. Lambert,Trustee,Wake Forest University,,Columbia 1965 BS,"Affiliation: Director. Public Affairs, Accuracy in Media, Inc Arlington, VA",698.0,,47251452.0,199847.0,,,Trustee,True,
Dee Hughes Leroy,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Joseph W. Luter III,Trustee,Wake Forest University,,Wake Forest 1962 BBA,"Affiliation: Chairman and Chief Executive Officer, Smithfield Foods Inc200 Commerce St., Smithfield, VA 23430",698.0,"President, Smithfield Packing Company, 1964-69; President, Bryce Mountain Resort Inc., 1969-75",47251452.0,199847.0,,,Trustee,True,
William L. Marks,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
"John G. Medlin, Jr",Vice Chairman,Wake Forest University,,North Carolina 1956 BS,"Chairman, Wachovia Corporation",699.0,,47251452.0,199847.0,,,Board Vice President,True,
Louis B. Meyer,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
"Russell W. Meyer, Jr",Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Jeanette W. Hyde,Trustee,Wake Forest University,,Delta State BA,"Affiliation: Ambassador to Barbados, St. Vincent, St. Lucia and Dominica US Embassy, Bridgetown, FPO, AA 34055",698.0,"North Carolina Board of Transportation, 1977-84; Founder and Director, Triangle Bank and Trust, 1987-93",47251452.0,199847.0,,,Trustee,True,
Stephen L. Neal,Trustee,Wake Forest University,,Hawaii 1963 BA,"President, Community Press, Inc., 1966-75",699.0,,47251452.0,199847.0,,,Trustee,True,
"L. Glenn Orr, Jr",Trustee,Wake Forest University,,Wofford 1962 AB; USC 1963 MBA,"Vice President, Wachovia Bank & Trust Company, 1965-72; President, Community Bank, 1972-73; President, Forsyth Bank & Trust, 1973-82; Senior Executive Vice President, South National Bank, 1982-83",699.0,,47251452.0,199847.0,,,Trustee,True,
Celeste M. Pittman,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Frances P. Pugh,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Michael G. Queen,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Adelaide A. Sink,Vice Chairperson,Wake Forest University,,Wake Forest 1970 BS,"President, Nations Bank of Florida",699.0,,47251452.0,199847.0,,,Board Vice President,True,
K. Wayne Smith,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Roy J. Smith,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
"J. Lanny Wadkins, Jr",Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
"John C. Whitaker, Jr.",Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
J. Donald Nichols,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Lauren B. Hunt,Student Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Charles Jeffrey Young,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Hubert B. Humphrey,Trustee,Wake Forest University,,Wake Forest 1948 BA; North Carolina 1951 JD,"Affiliation: Managing Partner, Brooks, Pierce McLendon, Humphrey & Leonard, L.L.P2000 Renaissance Plz., 230 N. Elm St., Greensboro, NC 27420",698.0,,47251452.0,199847.0,,,Trustee,True,
"Victor I. Flow, Jr",Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Libba C. Evans,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
"A. Doyle Early, Jr",Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Ronald Deal,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
J. Donald Cowan,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Wayne Calloway,Chairman,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Board President,True,
Jocelyn Burton,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Carolyn J. Bowden,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
James S. Boshart III,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
"W. Louis Bissette, Jr",Trustee,Wake Forest University,,Wake Forest 1965 BA; North Carolina 1968 JD; Virginia 1970 MBA,"Assistant Vice President, Wachovia Bank & Trust Company, 1970-74; Vice President and Treasurer, Western Carolina Bank, 1974-76; Member, City Council, City of Asheville, North Carolina, 1983-89; Mayor, City of Asheville, 1985-89",698.0,,47251452.0,199847.0,,,Trustee,True,
James L. Becton,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
"Leslie M. Baker, Jr",Trustee,Wake Forest University,,Richmond 1964 BA; Virginia 1969 MBA,"President and Chief Executive Officer, Wachovia Bank and Trust Company",698.0,,47251452.0,199847.0,,,Trustee,True,
Jerry H. Baker,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Diana M. Adams,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
"William B. Greene, Jr",Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
O. Burton Gupton,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
James R. Helvey III,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Harvey R. Holding,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Lawrence D. Hopkins,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
Alice Kirby Horton,Trustee,Wake Forest University,,,,698.0,,47251452.0,199847.0,,,Trustee,True,
J. Tylee Wilson,Trustee,Wake Forest University,,Lafayette 1953 AB,"Group Vice President, Chesebrough-Pond's Inc., 1960-74; President and Chief Executive Officer, RJR Foods, Inc., 1974-76; Chairman and Chief Executive Officer, R.J. Reynolds Tobacco International, Inc., 1976-78; Chairman and Chief Executive Officer, RJR Nabisco. Inc",699.0,,47251452.0,199847.0,,,Trustee,True,
Lonnie B. Williams,Trustee,Wake Forest University,,,,699.0,,47251452.0,199847.0,,,Trustee,True,
Janelle Milodragovich,Regent,Washington State University,,,,702.0,,72951846.0,236939.0,,,Regent,True,
Kenneth Alhadeff,Regent,Washington State University,,,,702.0,,72951846.0,236939.0,,,Regent,True,
Phyllis Campbell,Regent,Washington State University,,,,702.0,,72951846.0,236939.0,,,Regent,True,
Richard P. Davis,Regent,Washington State University,,,,702.0,,72951846.0,236939.0,,,Regent,True,
Robert Fukai,Regent,Washington State University,,,,702.0,,72951846.0,236939.0,,,Regent,True,
Peter J. Goldmark,Vice President,Washington State University,,,,702.0,,72951846.0,236939.0,,,Board Vice President,True,
Joe King,Regent,Washington State University,,Yale 1972 BA; Boston U 1975 JD,"Governor, State of Washington",702.0,,72951846.0,236939.0,,,Regent,True,
Gary Locke,Ex Officio Regent,Washington State University,,,"Governor, State of Washington",702.0,,72951846.0,236939.0,,,"Regent, Ex Officio",True,
William Marler,Regent,Washington State University,,,,702.0,,72951846.0,236939.0,,,Regent,True,
Richard R. Albrecht,Regent,Washington State University,,,,702.0,,72951846.0,236939.0,,,Regent,True,
Carmen Otero,President,Washington State University,,,,702.0,,72951846.0,236939.0,,,Board President,True,
"Earle H. Harbison, Jr",Trustee,Washington University,,,"Chairman, Harbison Corporation; President, Monsanto Corporation",703.0,,204465549.0,179867.0,,,Trustee,True,
John W. Bachmann,Trustee,Washington University,,,"Managing Principal, Edward D. Jones & Company",703.0,,204465549.0,179867.0,,,Trustee,True,
"Louis G. Hutt, Jr",Trustee,Washington University,,,"Managing Partner, Bennett, Hutt & Co",703.0,,204465549.0,179867.0,,,Trustee,True,
David W. Kemper,Trustee,Washington University,,,"Chairman, President and Chief Executive Officer, Commerce Bancshares, Inc",703.0,,204465549.0,179867.0,,,Trustee,True,
Mary Ann Krey.,Trustee,Washington University,,,"Chief Executive Officer, Krey Distributing Company",703.0,,204465549.0,179867.0,,,Trustee,True,
Lee M. Liberman,Trustee,Washington University,,,"Chairman, Lacede Gas Company",703.0,,204465549.0,179867.0,,,Trustee,True,
John Peters MacCarthy,Trustee,Washington University,,,"Chairman of the Board and Chief Executive Officer, Boatmen's Trust Company",703.0,,204465549.0,179867.0,,,Trustee,True,
Katherine B. Magrath,Trustee,Washington University,,,"Partner and Chief Investment Officer, ValueQuest Ltd",703.0,,204465549.0,179867.0,,,Trustee,True,
Richard H. Mahoney,Trustee,Washington University,,,"Chairman of the Executive Committee, Monsanto Company",703.0,,204465549.0,179867.0,,,Trustee,True,
William E. Maritz,Trustee,Washington University,,,"Chairman of the Board and Chief Executive Officer, Maritz, Inc",703.0,,204465549.0,179867.0,,,Trustee,True,
John F. McDonnell,Chairman,Washington University,,,"Chairman, McDonnell Douglas Corporation",703.0,,204465549.0,179867.0,,,Board President,True,
"Paul L. Miller, Jr",Trustee,Washington University,,,"President, P. L. Miller & Associates, Inc",703.0,,204465549.0,179867.0,,,Trustee,True,
I. E. Millstone,Trustee,Washington University,,,"President, K & M Investors",703.0,,204465549.0,179867.0,,,Trustee,True,
Andrew E. Newman,Trustee,Washington University,,,"Chairman and Chief Executive Officer, Race Rock International",703.0,,204465549.0,179867.0,,,Trustee,True,
James V. O'Donnell,Trustee,Washington University,,,"President, Bush-O'Donnell & Company, Inc",703.0,,204465549.0,179867.0,,,Trustee,True,
Mary Dell Pritzlaff,Trustee,Washington University,,,,703.0,,204465549.0,179867.0,,,Trustee,True,
