Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Joel Seligman,Ex Officio Trustee,University Of Rochester,,,,661.0,,,5388228.0,University Of Rochester,195030.0,,,"Trustee, Ex Officio",True,
Thomas R. Sloan,Trustee,University Of Rochester,,"Rochester 1965 BS, 1967 MS","Chairman and Chief Executive Officer, Southern Optical Company",661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Dr. Louis G ""Lou"" Lange III, MD, PhD",Trustee,University Of Rochester,,Harvard 1976 MD. 1976 PhD,,661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Kathy N. Waller,Trustee,University Of Rochester,,,"Vice President and Controller, The Coca-Cola Company mod I. HeD P.O. Box 1734, Atlanta, GA 30301-1734",661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Daniel R. ""Danny"" Wegman",Trustee,University Of Rochester,,Harvard 1969 AB,"Chairman and Chief Executive Officer, Wegmans Food Markets, IncP.O. Box 30844, Rochester; NY 14603-0844",661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Ralph R. Whitney, Jr",Trustee,University Of Rochester,,"Rochester 1957 BS, 1973 MS","Chairman, Hammond, Kennedy, Whitney & Company, Inc333 North Michigan Avenue, Suite 2200, Chicago, IL 60601",661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Janice M. Willett,Trustee,University Of Rochester,,,,661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Carl Williams,Trustee,University Of Rochester,,SUNY (Brockport) 1974 BS; Rochester 1975 MBA,,661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Thomas C. Wilmot, Sr",Trustee,University Of Rochester,,Syracuse 1970,"Chairman, Wilmorite Management Group 1265 Scottsville Road, Rochester, NY 14624",661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Michael S. Rosen,Trustee,University Of Rochester,,,,661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Laurence Kessler,Trustee,University Of Rochester,,,Founder and Co-Owner. Kessler Restaurants LLC,661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Alan F. Hilfiker,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Robert J. ""Bob"" Keegan",Trustee,University Of Rochester,,Le Moyne BS; Rochester MBA,,661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"G. Robert Witmer, Jr",Chairman,University Of Rochester,,Rochester 1959 BA; Harvard 1962 LLB,"Senior Counsel, Rochester, NY Office, Nixon Peabody LLP 1300 Clinton Square, Rochester, NY 14604",661.0,,,5388228.0,University Of Rochester,195030.0,,,Board President,True,
Richard T. Aab,Trustee,University Of Rochester,,,"Chairman, US LEC CorpMorrocroft III, 6801 Morrison Boulevard. Charlotte, NC 2821 1",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Mark S. Ain,Trustee,University Of Rochester,,MIT BSEE; Rochester MBA,"Chairman, Kronos Incorporated
297 Billerica Road, Chelmsford. MA 01824",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Dr. Ernest A. Bates, MD",Trustee,University Of Rochester,,Johns Hopkins: Rochester MD,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Naomi M. Bergman,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Laurence H. Bloch,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
John H. Bruning,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
William M. Carpenter,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Arunas A. Chesonis,Trustee,University Of Rochester,,MIT BSCE; Rochester MBA,"Chairman and Chief Executive Officer, PAETEC Holding Corp. (2006-2011)",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Launcelot F. ""Lance"" Drummond",Trustee,University Of Rochester,,Boston U BSBA; Rochester MBA; MIT MS a,"Executive Vice President. Fiserv. IncP.O. Box 979, Brookfield, WI 53008-0979",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Dr. Bernard T. ""Bernie"" Ferrari",Trustee,University Of Rochester,,"Rochester BA, MD; Tulane MBA","Dean, Carey Business School, Johns Hopkins University
Baltimore, MD 21218-2685",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
David M. Flaum,Trustee,University Of Rochester,,Syracuse 1975,"President, Flaum Management Company, Inc
39 State Street, Rochester, NY 14614",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Barry W. Florescue,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Roger B. Friedlander,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Robert B. Goergen,Trustee,University Of Rochester,,Wharton 1962 MBA,"Chairman and Chief Executive Officer. Blyth, IncOne, East Weaver Street, Greenwich. CT 06831",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Gwen M. Greene,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Paul F. Griner, MD",Trustee,University Of Rochester,,Rochester 1959 MD,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Edmund A. ""Ed"" Hajim",Trustee,University Of Rochester,,Rochester 1958 BS; Harvard 1964 MBA,"Chairman and Chief Executive Officer, ING Furman Selz Asset Management",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Richard B. Handler,Trustee,University Of Rochester,,Rochester 1983 BA; Stanford 1987 MBA,"Chairman, President and Chief Executive Officer, noW 9 noa Jefferies & Company Inc520 Madison Avenue, 12th Floor. New York. NY 10022",660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Michael D. Jones,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Carol D. Karp,Trustee,University Of Rochester,,,,660.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
John M. Kelly.,Trustee,University Of Rochester,,Manhattan Col: Texas,,661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
"Dr. Nathaniel Wisch, MD",Trustee,University Of Rochester,,Rochester BS; Northwestern MD,"Chief, Division of Hematology and Oncology, Lenox Hill Hospital 100 East 77th Street, New York, NY 10075 soniad runs",661.0,,,5388228.0,University Of Rochester,195030.0,,,Trustee,True,
Daniel C. Herbert,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
"Donald R. ""Don"" Knauss, USMC (Ret)",Trustee,University Of San Diego,,Indiana 1977 BA,"Chairman and Chief Executive Officer, The Clorox Company P.O. Box 24305, Oakland, CA 94623-1305",666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Darlene Marcos Shiley,Trustee,University Of San Diego,,San Jose State,"President, The Shiley Foundation",667.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
David H. Shaffer,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Byron C. Roth,Trustee,University Of San Diego,,San Diego 1985; Cornell 1987 MBA,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
John T. Redmond,Trustee,University Of San Diego,,San Diego 1980,"President and Chief Executive Officer, MGM Grand Resorts, LLC, MGM MIRAGE (2001-2007)",666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Frank D. Alessio,Vice Chairman,University Of San Diego,,San Diego 1975,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Board Vice President,True,
Richard M. Bartell,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Constance M. Carroll,Trustee,University Of San Diego,,"Duquesne BA: Pittsburgh MA, PhD","Chancellor, San Diego Community College District",666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Royal W. Carson III,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Richard P. Davis,Trustee,University Of San Diego,,Cal State (Fullerton) 1983 BA,"Chairman, President and Chief Executive Officer, U.S Bancorp",666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
The Very Reverend Monsignor Richard Duncanson,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Cindy Basso Eaton,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Ronald L. Fowler,Chairman,University Of San Diego,,,"Chairman, President and Chief Executive Officer, Liquid Investments, Inc3840 Via De La Valle, Suite 300. Del Mar, CA 92014 3",666.0,,,160856358.0,University Of San Diego,122436.0,,,Board President,True,
Kevin R. Green,Trustee,University Of San Diego,,"San Diego 1976 BA, 1979 MBA",,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
"Margarita Palau Hernandez, Esq",Secretary,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Other Board Member,True,
"Sister Kathleen Hughes, RSCJ",Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Roger Joseph,Trustee,University Of San Diego,,San Diego BS; Cornell MBA,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Michael B. Kaplan,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Monsignor Lawrence Purcell,Trustee,University Of San Diego,,,"Pastor, All Hallows Catholic Church",666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Stanley W. Legro,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Mary E. Lyons,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Luis Maizel,Trustee,University Of San Diego,,U Nacional Autonoma (Mexico) 1971; Harvard 1974 MBA,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Susan H. Mallory,Trustee,University Of San Diego,,"Occidental 1976 BA, 1978 MA",,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
James V. Mazzo,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
James B. McCarthy,Trustee,University Of San Diego,,Notre Dame BA: Loyola U (Chicago) JD; Keller Grad School MBA,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Liam E. McGee,Trustee,University Of San Diego,,San Diego 1976 BA: Pepperdine 1979 MBA; Loyola Law JD,"Chairman, President and Chief Executive Officer, Office of the Chairman, The Hartford Financial Services Group, IncOne Hartford Plaza, Hartford, CT 06155",666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Ann Navarra,Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
"Sister Carolyn Osiek, RSCJ",Trustee,University Of San Diego,,,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Herbert B. Tasker,Trustee,University Of San Diego,,Colgate,,667.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
James C. Peters,Treasurer,University Of San Diego,,San Diego 1984 BS,,666.0,,,160856358.0,University Of San Diego,122436.0,,,Other Board Member,True,
James D. Power IV,Trustee,University Of San Diego,,,"Senior Vice President and Strategic Advisor, J.DPower and Associates 2625 Townsgate Road, Westlake Village, CA 91361",666.0,,,160856358.0,University Of San Diego,122436.0,,,Trustee,True,
Jude Barry,Trustee,University Of San Francisco,,,,667.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Ronald R. Rose,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Steven Read,Trustee,University Of San Francisco,,,"Co-Chief Executive Officer, Grocery Outlet Inc2000 Fifth Street, Berkeley, CA 94710",668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. Mario J. Prietto, S.J",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Tracy Porter,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Michelle Jarret Skaff,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
George W. Pasha III,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. Peter G. Pabst, S.J",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"John J. O'Callaghan, S.J",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Frank B. Noonan,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
John F. Nicolai,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. Michael E. Moynahan, S.J",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Anna Ortiz Morfit,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Eva Monroe,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Joan M. McGrath,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. John P. McGarry, SJ",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Thomas E. Malloy,Chairman,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Board President,True,
Peter K. Maier,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. John P. Koeplin, S.J",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
S. Timothy Kochis,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Stephen A. Hamill,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Pamela O. Hamel,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Charles H. Smith,Vice Chairman,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Board Vice President,True,
Dolores McKeever Donahue,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Craig A. Conway,Trustee,University Of San Francisco,,,"Executive Chairman, Guidewire Software, Inc2211 Bridgepointe Parkway, Suite 200, San Mateo, CA 94404",668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. Joseph W. LaBrie, S.J",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Gregory Chisholm, S.J",Trustee,University Of San Francisco,,,"Administrator, Holy Name of Jesus Church",667.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Gregory H. Blaine,Trustee,University Of San Francisco,,,,667.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. Ruben Arceo, S.J.",Trustee,University Of San Francisco,,,,667.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
David Agger,Trustee,University Of San Francisco,,,"Chief Executive Officer, Catapult Strategies, Inc300 S. First Street, Suite 340, San Jose, CA 95113 Tel: (408) 999-0222 Ext. 11",667.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
J. Russell Pitto,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. William R. ""Bill"" Stoeger, S.J.",Trustee,University Of San Francisco,,,"Staff Scientist, Vatican Observatory Research Group Tucson, AZ. 85721",668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Roger H. Salquist,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
J. Alberto Yepez,Trustee,University Of San Francisco,,,"Managing Director, Trident Capital 505 Hamilton Avenue, Suite 200, Palo Alto, CA 94301",668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Brett White,Trustee,University Of San Francisco,,,"Chief Executive Officer, CBRE Group, Inc. (Note: Until December 31, 2012. To be succeeded by Robert Sulentic, current President of the Company.) 11150 Santa Monica Boulevard, Suite 1600, Los Angeles, CA 90025",668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. Edward J. Siebert, S.J",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
J. Malcolm Visbal,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Dr. Margaret A. Tempero, MD",Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
"Rev. Stephen V. Sundborg, S.J",Trustee,University Of San Francisco,,,"President, Seattle University 901 12th Avenue, Seattle, WA 98122-1090",668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
Elizabeth Wall Hanson,Trustee,University Of San Francisco,,,,668.0,,,76766440.0,University Of San Francisco,122612.0,,,Trustee,True,
J. Cecil Gardner,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
Bettye R. Maye,Secretary,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Other Board Member,True,
Samuel L. Jones,Trustee,University Of South Alabama,,,"Mayor (D), Office of the Mayor, City of MobileAlabama",671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
Bryant Mixon,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
"Dr. Steven Paul Furr, MD",Vice Chair,University Of South Alabama,,"South Alabama 1976 BS, 1981 MD",,670.0,,,83809506.0,University Of South Alabama,102094.0,,,Board Vice President,True,
Thomas A. Corcoran,Trustee,University Of South Alabama,,South Alabama BS,,670.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
Scott A. Charlton,Trustee,University Of South Alabama,,,,670.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
Robert Julian Bentley,Ex Officio Trustee,University Of South Alabama,,Alabama 1964 BS; Medical Col (AL) 1968 MD,"Governor, State of Alabama; Governor (R), State of Alabama",670.0,,,83809506.0,University Of South Alabama,102094.0,,,"Trustee, Ex Officio",True,
"Dr. Thomas R. ""Tommy"" Bice",Ex Officio Trustee,University Of South Alabama,,Auburn BA; Alabama Birmingham MA; Auburn PhD,,670.0,,,83809506.0,University Of South Alabama,102094.0,,,"Trustee, Ex Officio",True,
John M. Peek,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
James H. Shumock,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
Kenneth O. Simon,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
Steven H. Stokes,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
James A. Yance,Chair Pro Tempore,University Of South Alabama,,South Alabama 1970; Alabama 1996 BA,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Board President,True,
Christie D. Miree,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
Arlene Mitchell,Trustee,University Of South Alabama,,,,671.0,,,83809506.0,University Of South Alabama,102094.0,,,Trustee,True,
"John C. von Lehe, Jr",Vice Chairman,University Of South Carolina,,South Carolina 1965 BS. 1968 JD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Board Vice President,True,
"Dr. Mitchell M. ""Mick"" Zais",Ex Officio Trustee,University Of South Carolina,,"West Point BS; U Washington MS, PhD","State Superintendent (R). Department of Education, State of South Carolina",672.0,,,155781252.0,University Of South Carolina,218663.0,,,"Trustee, Ex Officio",True,
Charles A. Williams,Trustee,University Of South Carolina,,South Carolina 1972 BA. 1975 JD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"Mack I. Whittle, Jr",Trustee,University Of South Carolina,,"South Carolina 1971 BS, 1975 MBA",,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"Eugene P. Wart, Jr",Chairman,University Of South Carolina,,South Carolina 1981 BS. 1985 JD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Board President,True,
"Robert E. ""Eddie"" Brown",Chairman Emeritus,University Of South Carolina,,South Carolina 1969 BS; Stonier 1980,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Board President,True,
J. Egerton Burroughs,Trustee,University Of South Carolina,,Sewanee 1968 BA,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"Mark W. Buyck, Jr",Trustee,University Of South Carolina,,"South Carolina 1956 BA, 1959 JD",,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"Thomas C. ""Tommy"" Cofield",Trustee,University Of South Carolina,,"South Carolina 1979 BA, 1982 JD","Partner, Cofield Lawfirm",672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"A. C. ""Bubba"" Fennell III",Trustee,University Of South Carolina,,South Carolina 1972 BS,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
Chuck Allen,Trustee,University Of South Carolina,,"South Carolina 1982 BS, 1985 JD",,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"Nimrata Randhawa ""Nikki"" Haley",Ex Officio Chairman,University Of South Carolina,,Clemson 1994 BS,"Governor, State of South Carolina; Governor (R)State of South Carolina",672.0,,,155781252.0,University Of South Carolina,218663.0,,,"Board President, Ex Officio",True,
C. Edward Floyd,Trustee,University Of South Carolina,,South Carolina 1956 BA: Medical U (SC) 1960 MD,"Physician, Floyd Medical Associates, P.A",672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
C. Dorn Smith III,Trustee,University Of South Carolina,,Wofford 1980 BS: Medical U (SC) 1985 MD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
Leah B. Moody,Trustee,University Of South Carolina,,Hampton 1992 BA: South Carolina 1996 JD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"Hubert F. ""Hugh"" Mobley",Trustee,University Of South Carolina,,South Carolina 1978 BSPharm,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
William C. Hubbard,Trustee,University Of South Carolina,,South Carolina 1974 BA. 1977 JD,"Partner/Group Leader, Business Litigation, Nelson Mullins Riley & Scarborough LLP",672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
Toney J. Lister,Trustee,University Of South Carolina,,South Carolina 1968 BS. 1974 JD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
"William W. Jones, Jr.",Trustee,University Of South Carolina,,Citadel 1968: South Carolina 1971 JD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
Thad H. Westbrook,Trustee,University Of South Carolina,,South Carolina 1996 BA. 1999 JD,"Partner, Business Litigation, Nelson Mullins Riley & Scarborough LLP",672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
Miles Loadholt,Trustee,University Of South Carolina,,South Carolina 1965 BS. 1968 JD,,672.0,,,155781252.0,University Of South Carolina,218663.0,,,Trustee,True,
Marc R. Benioff,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, salesforce.com, inc",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Lisa Barkett,Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Colony Capital, LLC",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Dr. Wanda M. Austin,Trustee,University Of Southern California,,,"President and Chief Executive Officer, The Aerospace Corporation",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Wallis Annenberg,Trustee,University Of Southern California,,,"Chairman, President and Chief Executive Officer, The Annenberg Foundation",674.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Steven Spielberg,Trustee,University Of Southern California,,,,676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Mark A. Stevens,Trustee,University Of Southern California,,,"Partner, Sequoia Capital 3000 Sand Hill Road, 4-250, Menlo Park, CA 94025",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Dr. Ronald D""Ron"" Sugar",Trustee,University Of Southern California,,"UCLA 1968 BS. 1969 MS, 1971 PhD","Chairman and Chief Executive Officer, Northrop Grumman Corporation (2003-2009)",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Ratan N. Tata,Trustee,University Of Southern California,,Cornell 1962 BS; Harvard 1975 AMP,"Chairman. Tata Steel Limited (Note: Until December 2012.) Bombay House, 24 Homi Mody Street, Mumbai, 400 001 India",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Daniel M. Tsai,Trustee,University Of Southern California,,,,676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
"Thomas J. Barrack, Jr.",Trustee,University Of Southern California,,,"Chairman and Chief Executive Officer, Colony Capital, LLC",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Gregory P. Brakovich,Trustee,University Of Southern California,,,"Chief Executive Officer, Crossroads Capital Group, LLC",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Lorna Y. Reed,Trustee,University Of Southern California,,,"Chairman of the Board and Chief Executive Officer, Majestic Realty Co13191 Crossroads Parkway North, Sixth Floor, City of Industry, CA 91746-3497",676.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Ming Hsieh,Trustee,University Of Southern California,,"USC 1983 BSEE, 1984 MSEE","Chairman, President and Chief Executive Officer, 3M Cogent Inc639 North Rosemead Boulevard, Pasadena, CA 91107",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Tamara Hughes Gustavson,Trustee,University Of Southern California,,Smith 1966 BA: Harvard 1969 JD,"President, CEO, and Director (D), Woodrow Wilson International Center for Scholars, Smithsonian Institution One Woodrow Wilson Plaza, 1300 Pennsylvania Avenue, NW, Washington, DC 20004-3027",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Stanley P. Gold,Trustee,University Of Southern California,,UCLA; USC,"President and Chief Executive, Shamrock Capital Advisors, Inc4444 Lakeside Drive, Burbank, CA 91505",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Chengyu Fu,Trustee,University Of Southern California,,,"Chairman, China Petroleum and Chemical Corporation",675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
Carol Campbell Fox,Trustee,University Of Southern California,,,,675.0,,,1174212.0,University Of Southern California,123961.0,,,Trustee,True,
