Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Allison Cryor DiNardo,Board Member,University Of Virginia,,,,698.0,,,51556381.0,University Of Virginia,234076.0,True,,,,Member
Alan A. Diamonstein,Board Member,University Of Virginia,,"Virginia 1955, 1959 LLB","Senior Partner, Patten. Wornom. Hatten & Diamonstein. L.C",698.0,,,51556381.0,University Of Virginia,234076.0,True,,,,Member
Hunter E. Craig,Board Member,University Of Virginia,,,"President, Hunter E. Craig Company",698.0,,,51556381.0,University Of Virginia,234076.0,True,,,,Member
"A. MacDonald ""Mac"" Caputo",Board Member,University Of Virginia,,Virginia 1963. 1966,,698.0,,,51556381.0,University Of Virginia,234076.0,True,,,,Member
Frank B. Atkinson,Board Member,University Of Virginia,,Richmond 1979 BA: Virginia 1982 JD,"Chairman, McGuire Woods Consulting LLC",698.0,,,51556381.0,University Of Virginia,234076.0,True,,,,Member
Hillary A. Hurd,Student Board Member,University Of Virginia,,,,699.0,,,51556381.0,University Of Virginia,234076.0,True,,,,Member
Bobbie Greene Kilberg,Board Member,University Of Virginia,,Vassar BA: Columbia 1966 MA: Yale 1969 JD,"President and Chief Executive Officer, Northern Virginia Technology Council",699.0,,,51556381.0,University Of Virginia,234076.0,True,,,,Member
"Patrick Michael ""Pat"" Shanahan",Regent,University Of Washington,,U Washington 1985 BSME; MIT MS,"Senior Vice President and General Manager. Airplane Programs, Commercial Airplanes, The Boeing Company P.O. Box 3707, Seattle, WA 98124-2207",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
Orin C. Smith,Regent,University Of Washington,,U Washington 1965 BA: Harvard 1967 MBA,,700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
Kelsey E. Knowles,Student Regent,University Of Washington,,U Washington 2005,,700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
"Herbert B. ""Herb"" Simon",Regent,University Of Washington,,U Washington 1964,"Member. Simon Johnson Lic 1019 Pacific Avenue, Suite 1119, Tacoma, WA 98402",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
Sally Jewell,Regent,University Of Washington,,U Washington,,700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
Christopher M. Jones,Regent,University Of Washington,,,,700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
Joanne R. Harrell,Vice Chairman,University Of Washington,,"U Washington BA, MBA","Chief of Staff, Original Equipment Manufacturing Division. Microsoft Corporation One Microsoft Way, Redmond. WA 98052-6399",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Board Vice President
William H. Gates II,Regent,University Of Washington,,"U Washington BA, JD","Co-Chairman, Bill and Melinda Gates Foundation 500 North Sth Street, Seattle, WA 98109-4636",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
Craig W. Cole,Regent,University Of Washington,,,"President and Chief Executive Officer, Brown & Cole Stores, LLC P. O. Box 9797. Bellingham. WA 98227-9797",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
"Kristianne ""Kristi"" Blake",Chairman,University Of Washington,,,"President, Kristianne Gates Blake. P.S P.O. Box 28338, Spokane, WA 99228",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Board President
"William S. ""Bill"" Ayer",Regent,University Of Washington,,Stanford 1976 AB; U Washington 1978 MBA,"Chairman, Alaska Air Group, IncPO. Box 68900, Seattle, WA 98168-0947",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
Jeremy A. Jaech,Regent,University Of Washington,,U Washington 1977 BA. 1980 MS,"Chief Executive Officer, Trumba Corporation (2003-2008)",700.0,,,201448701.0,University Of Washington,236948.0,True,,,,Regent
"Gerald ""Jerry"" Whitbumr",Regent,University Of Wisconsin System,,Wisconsin (Oshkosh); Wisconsin MA,"Chairman, Church Mutual Insurance Company",710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
David G. Walsh,Regent,University Of Wisconsin System,,Wisconsin BA: Harvard 1970 JD,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Jose F. Vasquez,Regent,University Of Wisconsin System,,St Mary's U (TX) BA: Wisconsin (Milwaukee),Chief Executive Officer. Felician Sponsored Ministries-Milwaukee,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
S. Mark Tyler,Ex Officio Regent,University Of Wisconsin System,,,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,"Regent, Ex Officio"
Brent P. Smith,Regent Vice President,University Of Wisconsin System,,Wisconsin 1975 BA. 1978 JD,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Gary Roberts,Regent,University Of Wisconsin System,,Wisconsin (La Crosse) BS,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
"Dr. Charles R. ""Chuck"" Pruitt",Regent,University Of Wisconsin System,,Macalester BA: Harvard 1981 MA. 1982 PhD,"Partner and Co-Managing Director, A.B. Data, Ltd8050 North Port Washington Road, Milwaukee, WI 53217",710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Katie Pointer,Student Regent,University Of Wisconsin System,,,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Regina M. Millner,Regent,University Of Wisconsin System,,"Nebraska BSEd: Wisconsin MS, JD",,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Edmund Manydeeds,Regent,University Of Wisconsin System,,Wisconsin (Superior) 1973 BA: Wisconsin JD,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Tim Higgins,Regent,University Of Wisconsin System,,Wisconsin 1977 BA,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
"Michael J. ""Mike"" Falbo",Regent,University Of Wisconsin System,,Wisconsin (Parkside) 1980 BS,"Chairman. Associated Community Development, LLC",710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
"Anthony ""Tony"" Evers",Ex Officio Regent,University Of Wisconsin System,,Wisconsin 1986 PhD,"State Superintendent (D), Department of Public Instruction. State of Wisconsin",710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,"Regent, Ex Officio"
John R. Drew,Regent,University Of Wisconsin System,,,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Mark J. Bradley,Regent,University Of Wisconsin System,,"Wisconsin 1972 BA, 1977 JD","Shareholder, Ruder Ware, LLSC",710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
John R. Behling,Regent,University Of Wisconsin System,,Wisconsin BS. JD,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Jeffrey B. Bartell,Regent,University Of Wisconsin System,,"Wisconsin 1965 BS, 1968 JD","Partner, Quarles & Brady LLP",710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
Tracy Hribar,Student Regent,University Of Wisconsin System,,,,710.0,,,1304256225.0,University Of Wisconsin System,,False,,,University of Wisconsin System,Regent
"Bradford S. ""Brad"" Mead",Trustee,University Of Wyoming,,,"Attorney, Mead & Mead",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
Ann Rochelle,Trustee,University Of Wyoming,,,"Attorney, Shively, Taheri & Rochelle, PC",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
"David F. ""Dave"" Palmerlee",Vice President,University Of Wyoming,,Kansas BA; Wyoming JD,"Attorney, Palmerlee & Dunnant LLC",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Board Vice President
Jim D. Neiman,Trustee,University Of Wyoming,,Wyoming 1974 BS,"Vice President, Neiman Enterprises, IncP.O. Box 218, Hulett, WY 82720",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
"Matthew Hansen ""Matt"" Mead",Ex Officio Trustee,University Of Wyoming,,Trinity U 1984 BA; Wyoming 1987 JD,"Governor, State of Wyoming; Governor (R). State of Wyoming",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,"Trustee, Ex Officio"
Jeffrey S. Marsh,Treasurer,University Of Wyoming,,Eastern Wyoming 1980 AA; Wyoming 1982 BA 1983 MA,,712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Other Board Member
James Trosper,Trustee,University Of Wyoming,,Wyoming,"Director, Indian Child Welfare Legal Department, Wind River Indian Reservation",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
Warren A. Lauer,Trustee,University Of Wyoming,,"Wyoming 1976 BS, 1980 JD","Attorney, Lauer Law Office",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
Cindy Hill,Ex Officio Trustee,University Of Wyoming,,Wyoming; Michigan,"State Superintendent of Public Instruction (R), Wyoming Department of Education, State of Wyoming",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,"Trustee, Ex Officio"
Betty Fear,Trustee,University Of Wyoming,,,,712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
Joel Defebaugh,Student Trustee,University Of Wyoming,,,,712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
"Richard M. ""Dick"" Davis, Jr.",Trustee,University Of Wyoming,,Colorado 1964 BA. 1967 JD,"Attorney, Davis & Cannon",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
Dr. Tom Buchanan,Ex Officio Trustee,University Of Wyoming,,,,712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,"Trustee, Ex Officio"
John A. MacPherson,Secretary,University Of Wyoming,,Wyoming 1967 JD,,712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Other Board Member
Dr. Howard T. Willson,Trustee,University Of Wyoming,,Florida State BS; Florida MD,,712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Trustee
"David J. ""Dave"" Bostrom",President,University Of Wyoming,,"Wyoming BSCE, MSCE","President, Mountain Benefit Associates. LLC",712.0,,,12834331.0,University Of Wyoming,240727.0,True,,,,Board President
"C. Dean Alford, PE",Fourth District Regent,University System Of Georgia,,,Education: Georgia Tech BSEE,721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
Larry Walker,Regent-at-Large,University System Of Georgia,,"Georgia BBA, 1965 JD","Partner. Walker, Hulbert, Gray & Byrd, LLP",722.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
Richard L. Tucker,Seventh District Regent,University System Of Georgia,,Georgia BBA,"Managing Partner, Arlington Capital LiC",722.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Benjamin J. ""Ben"" Tarbutton III",Twelfth District Regent,University System Of Georgia,,Emory 1951; Georgia Tech BSMS,"Assistant Vice President, Sandersville Railroad Company",722.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Benjamin J. ""Ben"" Tarbutton III",Chairman-Elect,University System Of Georgia,,Emory 1951; Georgia Tech BSMS,"Assistant Vice President, Sandersville Railroad Company",722.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Board President
"Kessel D. Stelling, Jr",Sixth District Regent,University System Of Georgia,,Georgia 1978 BBA; Louisiana (Lafayette) 1988 MA,,722.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Neil L. Pruitt, Jr",Fifth District Regent,University System Of Georgia,,Sewanee BA: Georgia State 2000 MBA. 2000 MHA,"Chairman and Chief Executive Officer, UHS-Pruitt Corporation",722.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Philip A. Wilheit, Sr.",Regent-at-Large,University System Of Georgia,,Sewanee 1966 BA,,722.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Willis J. Potts, Jr.",Eleventh District Regent,University System Of Georgia,,,"Education: Georgia Tech BIE Career: Vice President and General Manager, Temple-Inland Inc",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Willis J. Potts, Jr.",Chairman,University System Of Georgia,,,"Education: Georgia Tech BIE Career: Vice President and General Manager, Temple-Inland Inc",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Board President
Doreen Stiles Poitevint,Second District Regent,University System Of Georgia,,,"Affiliation: Partner, A.B. Stiles Enterprises 2001 Twin Lakes Drive, Bainbridge, GA 39819 Tel: (229) 246-8577 Education: Georgia BA. MA",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Kenneth R. Bernard, Jr.",Thirteenth District Regent,University System Of Georgia,,,"Affiliation: Partner, Sherrod & Bernard P.O. Box 1154, Douglasville, GA 30133 Tel: (770) 920-8350 Education: Georgia BA. JD",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Donald M. ""Don"" Leebern, Jr",Regent-at-Large,University System Of Georgia,,,"Affiliation: Chairman, Georgia Crown Distributing Company, Inc P.O. Box 308, McDonough, GA 30253-0308 Tel: (770) 302-3000",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"William H. ""Dink"" NeSmith, Jr.",Vice Chairman,University System Of Georgia,,,"Affiliation: President, Community Newspapers, Inc Regent 197 Prince Avenue #14, Athens, GA 30601 Tel: (800) 226-0692 Education: Georgia 1970",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Board Vice President
"Larry R. Ellis, USA (Ret)",Regent-at-Large,University System Of Georgia,,,"Amiliation: Chief Executive Officer, ESSEnterprises, LLC 3835 Presidential Parkway, Suite 118, Atlanta, GA 30340 Tel: (770) 458-3773 Education: Morgan State; Indiana",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Rutledge A. ""Rusty"" Griffin, Jr",First District Regent,University System Of Georgia,,,Education: Georgia 1966 BS,721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"Robert F. ""Bob"" Hatcher",Regent-at-Large,University System Of Georgia,,,"Affiliation: President and Chief Executive Officer, MidCountry Financial Corp Tel: (478) 746-8222 Education: Georgia BBA",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"C. Thomas Hopkins, Jr",Third District Regent,University System Of Georgia,,,"Affiliation: Surgeon, The Orthopedic & Sports Injury Center 717 South 8th Street, Griffin, GA 30224 'Tel: (770) 227-4600 Education: Valdosta State U; Emory MD",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"W. Mansfield Jennings, Jr",Eighth District Regent,University System Of Georgia,,,"Affiliation: Chairman, ComSouth Corporation 250 Broad Street, Hawkinsville, GA 31036 Tel: (478) 783-4001 Education: Georgia Tech BS; Emory MBA",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
James R. Jolly,Ninth District Regent,University System Of Georgia,,,"Affiliation: Chairman and Chief Executive Officer, J&J Industries, Inc P.O. Box 1287, Dalton, GA 30722-1287 Tel: (706) 278-4454 Education: Georgia Tech BS",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
"William H. ""Dink"" NeSmith, Jr.",Tenth District Regent,University System Of Georgia,,,"Affiliation: President, Community Newspapers, Inc Regent 197 Prince Avenue #14, Athens, GA 30601 Tel: (800) 226-0692 Education: Georgia 1970",721.0,,,1289702989.0,University System Of Georgia,,False,,,University System of Georgia,Regent
David W. Kinkopf,Regent,University System Of Maryland,,Notre Dame 1990 BS; Harvard 1994 JD,"Partner, Gallagher, Evelius & Jones, LLP",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
"C. Thomas ""Tom"" McMillen",Secretary,University System Of Maryland,,"Oxford (UK) BA, MA","Chief Executive Officer/Chairman, Homeland Security Capital Corporation",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Other Board Member
Frank M. Reid III,Regent,University System Of Maryland,,,"Senior Pastor, Bethel AME Church",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
Steven Hershkowitz,Student Regent,University System Of Maryland,,,,729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
Thomas G. Slater,Assistant Secretary,University System Of Maryland,,Frostburg State U; Baltimore 1980 JD,"Principal Partner, The Law Offices of Thomas G Slater, P.C",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Other Board Member
Paul L. Vance,Regent,University System Of Maryland,,"Cheyney 1952 BS; Pennsylvania 1960 MS, 1974 EdD","Superintendent, DC Public School System, District of Columbia (2003-2006)",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
James L. Shea,Chairman,University System Of Maryland,,Princeton 1974 AB; Virginia 1977 JD,"Chairman, Management Committee, Venable LLP",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Board President
"The Honorable Francis X. Kelly, Jr",Regent,University System Of Maryland,,,"Chairman and CEO, Kelly and Associates Insurance Group",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
Barry P. Gossett,Vice Chairman,University System Of Maryland,,,"Chairman and Chief Executive Officer, Acton Mobile Industries",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Board Vice President
"Earl F. ""Buddy"" Hance",Ex Officio Regent,University System Of Maryland,,,,729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,"Regent, Ex Officio"
Linda R. Gooden,Regent,University System Of Maryland,,Youngstown State 1977 BS; Maryland University Col BSBA,"Executive Vice President, Information Systems & Global Solutions, Lockheed Martin Corporation",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
Louise Michaux Gonzales,Regent,University System Of Maryland,,,"Partner, Hylton & Gonzales",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
Dr. Patricia S. Florestano,Regent,University System Of Maryland,,"Maryland 1958 BA, 1970 MA, 1974 PhD",,729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
Norman R. Augustine,Regent,University System Of Maryland,,"Princeton 1957 BSE, 1959 MSE",,729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
Gary L. Attman,Treasurer,University System Of Maryland,,Maryland BS. JD,"Chief Executive Officer, Atman Properties Company us bid",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Other Board Member
Orlan M. Johnson,Regent,University System Of Maryland,,,"Chair, Diversity Committee, Saul Ewing LLP",729.0,,,1317227900.0,University System Of Maryland,,False,,,University System of Maryland,Regent
"John D. Crosier, Sr",Trustee,University System Of New Hampshire,,Hamilton 1959 BA,"President, New Hampshire Business and Industry Association",731.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Judith E. Blake,Trustee,University System Of New Hampshire,,New Hampshire 1977 BS; Wharton 1980 MBA,,731.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Edward C. Dupont,Chairman,University System Of New Hampshire,,,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Board President
Robert A. Baines,Trustee,University System Of New Hampshire,,Keene State 1968 BEd; Rivier 1974 MEd,"President and Chief Executive Officer, Chester College of New England 40 Chester Street, Chester, NH 03036",731.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
"William F J. ""Bill"" Ardinger",Trustee,University System Of New Hampshire,,New Hampshire 1982 BA; Harvard 1985 JD,"Shareholder and Treasurer, Rath, Young and Pignatelli, P.CPO. Box 1500, Concord, NH 03302",731.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
"Virginia M. Barry, PhD",Trustee,University System Of New Hampshire,,Florida State 1979 DEd,"Commissioner. New Hampshire Department of Education, State of New Hampshire 101 Pleasant Street, Concord, NH 03301",731.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
"Frederick C. ""Ted"" Dey",Trustee,University System Of New Hampshire,,New Hampshire 1984 BA; Kenan-Flagler 1988 MBA,"Financial Advisor, RBC Wealth Management",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Chester E. Homer III,Trustee,University System Of New Hampshire,,Dartmouth 1973 BA: Northeastern 1974 MBA,"Owner, Shawnee Peak",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Kurt D. Eddins,Student Trustee,University System Of New Hampshire,,,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
"Wallace R. ""Wally"" Stevens",Trustee,University System Of New Hampshire,,Plymouth State U 1962 BEd,"Executive Director, Global Aquaculture Alliance",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Dr. Sara Jayne Steen,Ex Officio Trustee,University System Of New Hampshire,,,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,"Trustee, Ex Officio"
Pamela Diamantis,Trustee,University System Of New Hampshire,,,"Principal, Curbstone Financial Management Corporation",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
John W. Small,Trustee,University System Of New Hampshire,,New Hampshire 1976 BA,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Timothy M. Riley,Trustee,University System Of New Hampshire,,New Hampshire 1976 BS,"Chief Executive Officer, The Harbor Group, Inc",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Carol S. Perkins,Trustee,University System Of New Hampshire,,,"Partner, Longview Farm",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Kenneth C. Moulton,Trustee,University System Of New Hampshire,,,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
Lorraine Stuart Merrill,Ex Officio Trustee,University System Of New Hampshire,,New Hampshire 1973 BS,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,"Trustee, Ex Officio"
Henry B. Stebbins,Trustee,University System Of New Hampshire,,New Hampshire BA; Boston U JD,"Senior Partner, Stebbins, Lazos & Van Der Beken, PA",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
John H. Lynch,Ex Officio Trustee,University System Of New Hampshire,,New Hampshire 1974 BA; Harvard 1979 MBA; Georgetown 1983 JD,"Governor, State of New Hampshire; Governor (D), qiti State of New Hampshire (Note: On September 15, 2011, Governor John Lynch announced he will not seek reelection in 2012.)",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,"Trustee, Ex Officio"
Todd J. Leach,Ex Officio Trustee,University System Of New Hampshire,,Worcester State 1983 BS; Bentley U 1985 MBA; Northeastern 2008 PhD,"President, Granite State College",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,"Trustee, Ex Officio"
Dr. Mark W. Huddleston,Ex Officio Trustee,University System Of New Hampshire,,,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,"Trustee, Ex Officio"
Elizabeth K. Hoadley,Secretary,University System Of New Hampshire,,"New Hampshire 1957 BA, 1972 MEd",,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Other Board Member
Dr. Helen F. Giles-Gee,Ex Officio Trustee,University System Of New Hampshire,,"Pennsylvania 1972 BA, 1973 MS, 1983 PhD; Rutgers MS",,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,"Trustee, Ex Officio"
Richard E. Galway,Vice Chairman,University System Of New Hampshire,,New Hampshire 1966 BA; Boston U 1970 JD,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Board Vice President
George Epstein,Trustee,University System Of New Hampshire,,Dartmouth 1972 BA,"Co-Founder, Echo Management Group",732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,Trustee
"Dr. Edward R. ""Ed"" Mackay",Ex Officio Trustee,University System Of New Hampshire,,New Hampshire 1973 BS,,732.0,,,2800453862.0,University System Of New Hampshire,,False,,,University System of New Hampshire,"Trustee, Ex Officio"
James M. Tuschman,Chairman,University System Of Ohio,,Miami U (OH) 1963 BB; Ohio State 1966 JD,"Of Counsel, Barkan and Robon Ltd1701 Woodlands Drive, Maumee, OH 43537",745.0,,,2802096936.0,University System Of Ohio,,False,,,,Board President
Gerald L. Stebelton,Ex Officio Regent,University System Of Ohio,,,"Representative (R), Ohio House of Representatives",745.0,,,2802096936.0,University System Of Ohio,,False,,,,"Regent, Ex Officio"
"Walter A. Reiling, Jr",Secretary,University System Of Ohio,,,"Surgeon, Gem City Surgical Associates Inc9000 North Main Street, Suite 233. Dayton, OH 45415 Tel: (937) 832-9310 Education: Dayton 1961; Harvard 1965 MD",745.0,,,2802096936.0,University System Of Ohio,,False,,,,Other Board Member
James F. Patterson,Vice Chairman,University System Of Ohio,,,"President. Patterson Fruit Farm 11414 Caves Road, Chesterland, OH 44026 Tel: (440) 729-1964 Education: Ohio State 1964",745.0,,,2802096936.0,University System Of Ohio,,False,,,,Board Vice President
Vinod K. Gupta,Regent,University System Of Ohio,,Bombay U (India); Michigan Tech,"President and Chief Executive Officer, Ohio Cast Products (1990-2004)",745.0,,,2802096936.0,University System Of Ohio,,False,,,,Regent
Dr. Virginia M. Lindseth,Regent,University System Of Ohio,,"Cornell; John Carroll MA; Case Western MBA, PhD",,745.0,,,2802096936.0,University System Of Ohio,,False,,,,Regent
Peggy Lehner,Ex Officio Regent,University System Of Ohio,,,"Senator (R), Ohio Senate TISTIA State House, Columbus, OH 43215 Tel: (614) 466-4538",745.0,,,2802096936.0,University System Of Ohio,,False,,,,"Regent, Ex Officio"
Timothy M. Burke,Regent,University System Of Ohio,,,"Attorney, Manley Burke LA 225 West Court Street, Cincinnati. OH 45202 Tel: (513) 721-5525 Education: Xavier (OH) BA; Cincinnati JD",745.0,,,2802096936.0,University System Of Ohio,,False,,,,Regent
Patricia A. Ackerman,Regent,University System Of Ohio,,,"Founder, President and Chief Executive Officer, a Chalkdust IncP.O. Box 46516, Bedford, OH 44146 b Tel: (216) 531-1718 Ext. 3",745.0,,,2802096936.0,University System Of Ohio,,False,,,,Regent
Lana Z. Moresky,Regent,University System Of Ohio,,Penn State BS,,745.0,,,2802096936.0,University System Of Ohio,,False,,,,Regent
Dr. Harry J. Maue,Member,Upper Iowa University,,Upper Iowa BA; Alabama BS; Southern Illinois MBA; Saint Louis U PhD; Leicester (UK) LLM,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Scott R. Lebin,Member,Upper Iowa University,,Upper Iowa BA; Northwestern MA,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
John R. Falb,Secretary,Upper Iowa University,,,Upper lowa University,746.0,,,60922557.0,Upper Iowa University,,False,,,,Other Board Member
"Howard K. Fischer, NCE, CCS",Member,Upper Iowa University,,Upper low BA; Roosevelt MBA,"President, U.S. Roasterie",746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
"Robert R. ""Bob"" Firth",Chairman,Upper Iowa University,,"Upper lowa BS, MA",,746.0,,,60922557.0,Upper Iowa University,,False,,,,Board President
Betty Davis Firth,Member,Upper Iowa University,,Oklahoma City BA; U Phoenix MA,,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
Dr. Eric P. Eller,Member,Upper Iowa University,,Missouri State U BS; Missouri MA; Virginia PhD,Iowa BBA; Chicago MBS,746.0,,,60922557.0,Upper Iowa University,,False,,,,Member
