Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Bonnie M. Reiss,Regent,University of California Riverside,,Miami BS; Antioch Law JD,"Afiliation: Operating Advisor, Pegasus Capital Advisors, L.P",,,,,103635307.0,110398.0,True,,,University of California System,Regent
Bruce D. Varner,Regent,University of California Riverside,,UC Santa Barbara 1958 BA; Hastings 1962 JD,"Affiliation: Partner, Varner & Brandt LLP",,,,,103635307.0,110398.0,True,,,University of California System,Regent
Jack O'Connell,Ex Officio Regent,University of California Riverside,,Cal State (Fullerton) BA,,,,,,103635307.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Mark G. Yudof,Ex Officio Regent,University of California Riverside,,,,,,,,103635307.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Frederick R. Ruiz,Regent,University of California Riverside,,,"Afiliation: Chairman and Chief Executive Officer, Ruiz Foods, bicos",,,,,103635307.0,110398.0,True,,,University of California System,Regent
John F. Hotchkis,Regent,University of California Riverside,,,"Chairman and Chief Executive Officer, Ramajal LLC 800 West 6th Street, Los Angeles, CA 90017",,,,,103635307.0,110398.0,True,,,University of California System,Regent
Judith L. Hopkinson,Regent,University of California Riverside,,,,,,,,103635307.0,110398.0,True,,,University of California System,Regent
Paul D. Wachter,Regent,University of California Riverside,,,"President and Chief Executive Officer, Main Street Advisors991 bluan 3110 Main Street. Suite 300, Santa Monica, CA 90405 No DU noitouhs",,,,,103635307.0,110398.0,True,,,University of California System,Regent
Russell S. Gould,Vice Chairman,University of California Riverside,,UC Berkeley BA,,,,,,103635307.0,110398.0,True,,,University of California System,Board Vice President
John Garamendi,Ex Officio Regent,University of California Riverside,,UC Berkeley BA; Harvard 1970 MBA,"Lieutenant Governor (D), Office of the Lieutenant Governor, State of California State Capitol, Suite 1114, Sacramento, CA 95814",,,,,103635307.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
George M. Marcus,Regent,University of California Riverside,,,Board of Regents (University of California System) continued steinimbA,,,,,103635307.0,110398.0,True,,,University of California System,Regent
Karen Bass,Ex Officio Regent,University of California Riverside,,,"Speaker of the Assembly (D). California State Assembly, California State Legislature",,,,,103635307.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
William C. De La Pena,Regent,University of California Riverside,,,"Ophthalmologist and Medical Director, De La Pena Eye Clinic",,,,,103635307.0,110398.0,True,,,University of California System,Regent
Richard C. Blum,Chairman,University of California Riverside,,"UC Berkeley 1958 BS, 1959 MBA","Chairman, Blum Capital Partners, L.P909 Montgomery St., Ste. 400, San Francisco, CA 94133",,,,,103635307.0,110398.0,True,,,University of California System,Board President
Debbie Cole,Ex Officio Regent,University of California Riverside,,,,,,,,103635307.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Sherry L. Lansing,Regent,University of California Riverside,,Northwestern BS,"Affiliation: Chief Executive Officer, The Sherry Lansing Foundation",,,,,103635307.0,110398.0,True,,,University of California System,Regent
Eddie Island,Regent,University of California Riverside,,Harvard 1970 JD,"Vice President, McDonnell Douglas Corporation",,,,,103635307.0,110398.0,True,,,University of California System,Regent
Mary Croughan,Faculty Representative,University of California Riverside,,,,,,,,103635307.0,110398.0,True,,,University of California System,Other Board Member
Monica C. Lozano,Regent,University of California San Diego,,,"Publisher and Chief Executive Officer, La Opinion; Senior Vice President, Newspapers, ImpreMedia, LLC",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Hadi Makarechian,Regent,University of California San Diego,,,"Career: Chairman and Chief Executive Officer, Capital Pacific Holdings, Inc. (1991-2008)",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Sherry L. Lansing,Regent,University of California San Diego,,Northwestern BS,"Affiliation: Chief Executive Officer, The Sherry Lansing Foundation",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Norman J. Pattiz,Regent,University of California San Diego,,Southeastern Ilinois 1998 DFA osn8eel lastiolid (ininstal) nad,"Affiliation: Chairman, Westwood One",,,,,36258959.0,110398.0,True,,,University of California System,Regent
David Shewmake,Ex Officio Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Frederick R. Ruiz,Regent,University of California San Diego,,,"Afiliation: Chairman and Chief Executive Officer, Ruiz Foods, bicos",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Arnold Schwarzenegger,President of the Board and Ex Officio,University of California San Diego,,Wisconsin (Superior) 1980 BA,,,,,,36258959.0,110398.0,True,,,University of California System,"Board President, Ex Officio"
D'Artagnan Scorza,Student Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Regent
George M. Marcus,Regent,University of California San Diego,,,Board of Regents (University of California System) continued steinimbA,,,,,36258959.0,110398.0,True,,,University of California System,Regent
Bruce D. Varner,Regent,University of California San Diego,,UC Santa Barbara 1958 BA; Hastings 1962 JD,"Affiliation: Partner, Varner & Brandt LLP",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Harry Powell,Faculty Representative,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Other Board Member
Bonnie M. Reiss,Regent,University of California San Diego,,Miami BS; Antioch Law JD,"Afiliation: Operating Advisor, Pegasus Capital Advisors, L.P",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Jack O'Connell,Ex Officio Regent,University of California San Diego,,Cal State (Fullerton) BA,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Joanne Corday Kozberg,Regent,University of California San Diego,,UC Berkeley BA: Occidental MA,"Partner. California Strategies, LiC 1875 Century Park East, Suite 1025, Los Angeles, CA 90067",,,,,36258959.0,110398.0,True,,,University of California System,Regent
John F. Hotchkis,Regent,University of California San Diego,,,"Chairman and Chief Executive Officer, Ramajal LLC 800 West 6th Street, Los Angeles, CA 90017",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Mary Croughan,Faculty Representative,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Other Board Member
Eddie Island,Regent,University of California San Diego,,Harvard 1970 JD,"Vice President, McDonnell Douglas Corporation",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Debbie Cole,Ex Officio Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Judith L. Hopkinson,Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Regent
Karen Bass,Ex Officio Regent,University of California San Diego,,,"Speaker of the Assembly (D). California State Assembly, California State Legislature",,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
William C. De La Pena,Regent,University of California San Diego,,,"Ophthalmologist and Medical Director, De La Pena Eye Clinic",,,,,36258959.0,110398.0,True,,,University of California System,Regent
John Garamendi,Ex Officio Regent,University of California San Diego,,UC Berkeley BA; Harvard 1970 MBA,"Lieutenant Governor (D), Office of the Lieutenant Governor, State of California State Capitol, Suite 1114, Sacramento, CA 95814",,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Russell S. Gould,Vice Chairman,University of California San Diego,,UC Berkeley BA,,,,,,36258959.0,110398.0,True,,,University of California System,Board Vice President
Paul D. Wachter,Regent,University of California San Diego,,,"President and Chief Executive Officer, Main Street Advisors991 bluan 3110 Main Street. Suite 300, Santa Monica, CA 90405 No DU noitouhs",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Richard C. Blum,Chairman,University of California San Diego,,"UC Berkeley 1958 BS, 1959 MBA","Chairman, Blum Capital Partners, L.P909 Montgomery St., Ste. 400, San Francisco, CA 94133",,,,,36258959.0,110398.0,True,,,University of California System,Board President
Odessa P. Johnson,Regent,University of California San Diego,,Tennessee State BA: Columbia MA,,,,,,36258959.0,110398.0,True,,,University of California System,Regent
Mark G. Yudof,Ex Officio Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Leslie Tang Schilling,Regent,University of California San Diego,,American School Foundation (Mexico) BS; U Guadalajara (Mexico) MD,"Affiliation: Founder and Chairman, Union Square Investment Company",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Bruce D. Varner,Regent,University of California San Diego,,UC Santa Barbara 1958 BA; Hastings 1962 JD,"Affiliation: Partner, Varner & Brandt LLP",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Joanne Corday Kozberg,Regent,University of California San Diego,,UC Berkeley BA: Occidental MA,"Partner. California Strategies, LiC 1875 Century Park East, Suite 1025, Los Angeles, CA 90067",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Paul D. Wachter,Regent,University of California San Diego,,,"President and Chief Executive Officer, Main Street Advisors991 bluan 3110 Main Street. Suite 300, Santa Monica, CA 90405 No DU noitouhs",,,,,36258959.0,110398.0,True,,,University of California System,Regent
D'Artagnan Scorza,Student Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Regent
Arnold Schwarzenegger,President of the Board and Ex Officio,University of California San Diego,,Wisconsin (Superior) 1980 BA,,,,,,36258959.0,110398.0,True,,,University of California System,"Board President, Ex Officio"
Leslie Tang Schilling,Regent,University of California San Diego,,American School Foundation (Mexico) BS; U Guadalajara (Mexico) MD,"Affiliation: Founder and Chairman, Union Square Investment Company",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Frederick R. Ruiz,Regent,University of California San Diego,,,"Afiliation: Chairman and Chief Executive Officer, Ruiz Foods, bicos",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Bonnie M. Reiss,Regent,University of California San Diego,,Miami BS; Antioch Law JD,"Afiliation: Operating Advisor, Pegasus Capital Advisors, L.P",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Norman J. Pattiz,Regent,University of California San Diego,,Southeastern Ilinois 1998 DFA osn8eel lastiolid (ininstal) nad,"Affiliation: Chairman, Westwood One",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Hadi Makarechian,Regent,University of California San Diego,,,"Career: Chairman and Chief Executive Officer, Capital Pacific Holdings, Inc. (1991-2008)",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Monica C. Lozano,Regent,University of California San Diego,,,"Publisher and Chief Executive Officer, La Opinion; Senior Vice President, Newspapers, ImpreMedia, LLC",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Sherry L. Lansing,Regent,University of California San Diego,,Northwestern BS,"Affiliation: Chief Executive Officer, The Sherry Lansing Foundation",,,,,36258959.0,110398.0,True,,,University of California System,Regent
George M. Marcus,Regent,University of California San Diego,,,Board of Regents (University of California System) continued steinimbA,,,,,36258959.0,110398.0,True,,,University of California System,Regent
Mark G. Yudof,Ex Officio Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Harry Powell,Faculty Representative,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Other Board Member
John F. Hotchkis,Regent,University of California San Diego,,,"Chairman and Chief Executive Officer, Ramajal LLC 800 West 6th Street, Los Angeles, CA 90017",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Judith L. Hopkinson,Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Regent
Jack O'Connell,Ex Officio Regent,University of California San Diego,,Cal State (Fullerton) BA,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Debbie Cole,Ex Officio Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Richard C. Blum,Chairman,University of California San Diego,,"UC Berkeley 1958 BS, 1959 MBA","Chairman, Blum Capital Partners, L.P909 Montgomery St., Ste. 400, San Francisco, CA 94133",,,,,36258959.0,110398.0,True,,,University of California System,Board President
William C. De La Pena,Regent,University of California San Diego,,,"Ophthalmologist and Medical Director, De La Pena Eye Clinic",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Karen Bass,Ex Officio Regent,University of California San Diego,,,"Speaker of the Assembly (D). California State Assembly, California State Legislature",,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Russell S. Gould,Vice Chairman,University of California San Diego,,UC Berkeley BA,,,,,,36258959.0,110398.0,True,,,University of California System,Board Vice President
Odessa P. Johnson,Regent,University of California San Diego,,Tennessee State BA: Columbia MA,,,,,,36258959.0,110398.0,True,,,University of California System,Regent
Eddie Island,Regent,University of California San Diego,,Harvard 1970 JD,"Vice President, McDonnell Douglas Corporation",,,,,36258959.0,110398.0,True,,,University of California System,Regent
Mary Croughan,Faculty Representative,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,Other Board Member
John Garamendi,Ex Officio Regent,University of California San Diego,,UC Berkeley BA; Harvard 1970 MBA,"Lieutenant Governor (D), Office of the Lieutenant Governor, State of California State Capitol, Suite 1114, Sacramento, CA 95814",,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
David Shewmake,Ex Officio Regent,University of California San Diego,,,,,,,,36258959.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Leslie Tang Schilling,Regent,"University of California, San Francisco",,American School Foundation (Mexico) BS; U Guadalajara (Mexico) MD,"Affiliation: Founder and Chairman, Union Square Investment Company",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Bruce D. Varner,Regent,"University of California, San Francisco",,UC Santa Barbara 1958 BA; Hastings 1962 JD,"Affiliation: Partner, Varner & Brandt LLP",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Arnold Schwarzenegger,President of the Board and Ex Officio,"University of California, San Francisco",,Wisconsin (Superior) 1980 BA,,,,,,180670191.0,110398.0,True,,,University of California System,"Board President, Ex Officio"
D'Artagnan Scorza,Student Regent,"University of California, San Francisco",,,,,,,,180670191.0,110398.0,True,,,University of California System,Regent
David Shewmake,Ex Officio Regent,"University of California, San Francisco",,,,,,,,180670191.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Harry Powell,Faculty Representative,"University of California, San Francisco",,,,,,,,180670191.0,110398.0,True,,,University of California System,Other Board Member
Mark G. Yudof,Ex Officio Regent,"University of California, San Francisco",,,,,,,,180670191.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Judith L. Hopkinson,Regent,"University of California, San Francisco",,,,,,,,180670191.0,110398.0,True,,,University of California System,Regent
John F. Hotchkis,Regent,"University of California, San Francisco",,,"Chairman and Chief Executive Officer, Ramajal LLC 800 West 6th Street, Los Angeles, CA 90017",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Mary Croughan,Faculty Representative,"University of California, San Francisco",,,,,,,,180670191.0,110398.0,True,,,University of California System,Other Board Member
Karen Bass,Ex Officio Regent,"University of California, San Francisco",,,"Speaker of the Assembly (D). California State Assembly, California State Legislature",,,,,180670191.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Frederick R. Ruiz,Regent,"University of California, San Francisco",,,"Afiliation: Chairman and Chief Executive Officer, Ruiz Foods, bicos",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Paul D. Wachter,Regent,"University of California, San Francisco",,,"President and Chief Executive Officer, Main Street Advisors991 bluan 3110 Main Street. Suite 300, Santa Monica, CA 90405 No DU noitouhs",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Bonnie M. Reiss,Regent,"University of California, San Francisco",,Miami BS; Antioch Law JD,"Afiliation: Operating Advisor, Pegasus Capital Advisors, L.P",,,,,180670191.0,110398.0,True,,,University of California System,Regent
William C. De La Pena,Regent,"University of California, San Francisco",,,"Ophthalmologist and Medical Director, De La Pena Eye Clinic",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Norman J. Pattiz,Regent,"University of California, San Francisco",,Southeastern Ilinois 1998 DFA osn8eel lastiolid (ininstal) nad,"Affiliation: Chairman, Westwood One",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Eddie Island,Regent,"University of California, San Francisco",,Harvard 1970 JD,"Vice President, McDonnell Douglas Corporation",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Hadi Makarechian,Regent,"University of California, San Francisco",,,"Career: Chairman and Chief Executive Officer, Capital Pacific Holdings, Inc. (1991-2008)",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Monica C. Lozano,Regent,"University of California, San Francisco",,,"Publisher and Chief Executive Officer, La Opinion; Senior Vice President, Newspapers, ImpreMedia, LLC",,,,,180670191.0,110398.0,True,,,University of California System,Regent
George M. Marcus,Regent,"University of California, San Francisco",,,Board of Regents (University of California System) continued steinimbA,,,,,180670191.0,110398.0,True,,,University of California System,Regent
Joanne Corday Kozberg,Regent,"University of California, San Francisco",,UC Berkeley BA: Occidental MA,"Partner. California Strategies, LiC 1875 Century Park East, Suite 1025, Los Angeles, CA 90067",,,,,180670191.0,110398.0,True,,,University of California System,Regent
Sherry L. Lansing,Regent,"University of California, San Francisco",,Northwestern BS,"Affiliation: Chief Executive Officer, The Sherry Lansing Foundation",,,,,180670191.0,110398.0,True,,,University of California System,Regent
John Garamendi,Ex Officio Regent,"University of California, San Francisco",,UC Berkeley BA; Harvard 1970 MBA,"Lieutenant Governor (D), Office of the Lieutenant Governor, State of California State Capitol, Suite 1114, Sacramento, CA 95814",,,,,180670191.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Richard C. Blum,Chairman,"University of California, San Francisco",,"UC Berkeley 1958 BS, 1959 MBA","Chairman, Blum Capital Partners, L.P909 Montgomery St., Ste. 400, San Francisco, CA 94133",,,,,180670191.0,110398.0,True,,,University of California System,Board President
Debbie Cole,Ex Officio Regent,"University of California, San Francisco",,,,,,,,180670191.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Jack O'Connell,Ex Officio Regent,"University of California, San Francisco",,Cal State (Fullerton) BA,,,,,,180670191.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Russell S. Gould,Vice Chairman,"University of California, San Francisco",,UC Berkeley BA,,,,,,180670191.0,110398.0,True,,,University of California System,Board Vice President
Odessa P. Johnson,Regent,"University of California, San Francisco",,Tennessee State BA: Columbia MA,,,,,,180670191.0,110398.0,True,,,University of California System,Regent
Mary Croughan,Faculty Representative,"University of California, Santa Barbara",,,,,,,,154570441.0,110398.0,True,,,University of California System,Other Board Member
Paul D. Wachter,Regent,"University of California, Santa Barbara",,,"President and Chief Executive Officer, Main Street Advisors991 bluan 3110 Main Street. Suite 300, Santa Monica, CA 90405 No DU noitouhs",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Mark G. Yudof,Ex Officio Regent,"University of California, Santa Barbara",,,,,,,,154570441.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Judith L. Hopkinson,Regent,"University of California, Santa Barbara",,,,,,,,154570441.0,110398.0,True,,,University of California System,Regent
John F. Hotchkis,Regent,"University of California, Santa Barbara",,,"Chairman and Chief Executive Officer, Ramajal LLC 800 West 6th Street, Los Angeles, CA 90017",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Eddie Island,Regent,"University of California, Santa Barbara",,Harvard 1970 JD,"Vice President, McDonnell Douglas Corporation",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Odessa P. Johnson,Regent,"University of California, Santa Barbara",,Tennessee State BA: Columbia MA,,,,,,154570441.0,110398.0,True,,,University of California System,Regent
John Garamendi,Ex Officio Regent,"University of California, Santa Barbara",,UC Berkeley BA; Harvard 1970 MBA,"Lieutenant Governor (D), Office of the Lieutenant Governor, State of California State Capitol, Suite 1114, Sacramento, CA 95814",,,,,154570441.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Joanne Corday Kozberg,Regent,"University of California, Santa Barbara",,UC Berkeley BA: Occidental MA,"Partner. California Strategies, LiC 1875 Century Park East, Suite 1025, Los Angeles, CA 90067",,,,,154570441.0,110398.0,True,,,University of California System,Regent
George M. Marcus,Regent,"University of California, Santa Barbara",,,Board of Regents (University of California System) continued steinimbA,,,,,154570441.0,110398.0,True,,,University of California System,Regent
Monica C. Lozano,Regent,"University of California, Santa Barbara",,,"Publisher and Chief Executive Officer, La Opinion; Senior Vice President, Newspapers, ImpreMedia, LLC",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Bruce D. Varner,Regent,"University of California, Santa Barbara",,UC Santa Barbara 1958 BA; Hastings 1962 JD,"Affiliation: Partner, Varner & Brandt LLP",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Russell S. Gould,Vice Chairman,"University of California, Santa Barbara",,UC Berkeley BA,,,,,,154570441.0,110398.0,True,,,University of California System,Board Vice President
David Shewmake,Ex Officio Regent,"University of California, Santa Barbara",,,,,,,,154570441.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Jack O'Connell,Ex Officio Regent,"University of California, Santa Barbara",,Cal State (Fullerton) BA,,,,,,154570441.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Arnold Schwarzenegger,President of the Board and Ex Officio,"University of California, Santa Barbara",,Wisconsin (Superior) 1980 BA,,,,,,154570441.0,110398.0,True,,,University of California System,"Board President, Ex Officio"
Frederick R. Ruiz,Regent,"University of California, Santa Barbara",,,"Afiliation: Chairman and Chief Executive Officer, Ruiz Foods, bicos",,,,,154570441.0,110398.0,True,,,University of California System,Regent
William C. De La Pena,Regent,"University of California, Santa Barbara",,,"Ophthalmologist and Medical Director, De La Pena Eye Clinic",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Karen Bass,Ex Officio Regent,"University of California, Santa Barbara",,,"Speaker of the Assembly (D). California State Assembly, California State Legislature",,,,,154570441.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Richard C. Blum,Chairman,"University of California, Santa Barbara",,"UC Berkeley 1958 BS, 1959 MBA","Chairman, Blum Capital Partners, L.P909 Montgomery St., Ste. 400, San Francisco, CA 94133",,,,,154570441.0,110398.0,True,,,University of California System,Board President
Debbie Cole,Ex Officio Regent,"University of California, Santa Barbara",,,,,,,,154570441.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Sherry L. Lansing,Regent,"University of California, Santa Barbara",,Northwestern BS,"Affiliation: Chief Executive Officer, The Sherry Lansing Foundation",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Hadi Makarechian,Regent,"University of California, Santa Barbara",,,"Career: Chairman and Chief Executive Officer, Capital Pacific Holdings, Inc. (1991-2008)",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Norman J. Pattiz,Regent,"University of California, Santa Barbara",,Southeastern Ilinois 1998 DFA osn8eel lastiolid (ininstal) nad,"Affiliation: Chairman, Westwood One",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Harry Powell,Faculty Representative,"University of California, Santa Barbara",,,,,,,,154570441.0,110398.0,True,,,University of California System,Other Board Member
Bonnie M. Reiss,Regent,"University of California, Santa Barbara",,Miami BS; Antioch Law JD,"Afiliation: Operating Advisor, Pegasus Capital Advisors, L.P",,,,,154570441.0,110398.0,True,,,University of California System,Regent
Leslie Tang Schilling,Regent,"University of California, Santa Barbara",,American School Foundation (Mexico) BS; U Guadalajara (Mexico) MD,"Affiliation: Founder and Chairman, Union Square Investment Company",,,,,154570441.0,110398.0,True,,,University of California System,Regent
D'Artagnan Scorza,Student Regent,"University of California, Santa Barbara",,,,,,,,154570441.0,110398.0,True,,,University of California System,Regent
Frederick R. Ruiz,Regent,"University of California, Santa Cruz",,,"Afiliation: Chairman and Chief Executive Officer, Ruiz Foods, bicos",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Leslie Tang Schilling,Regent,"University of California, Santa Cruz",,American School Foundation (Mexico) BS; U Guadalajara (Mexico) MD,"Affiliation: Founder and Chairman, Union Square Investment Company",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Arnold Schwarzenegger,President of the Board and Ex Officio,"University of California, Santa Cruz",,Wisconsin (Superior) 1980 BA,,,,,,185103710.0,110398.0,True,,,University of California System,"Board President, Ex Officio"
Paul D. Wachter,Regent,"University of California, Santa Cruz",,,"President and Chief Executive Officer, Main Street Advisors991 bluan 3110 Main Street. Suite 300, Santa Monica, CA 90405 No DU noitouhs",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Mark G. Yudof,Ex Officio Regent,"University of California, Santa Cruz",,,,,,,,185103710.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Debbie Cole,Ex Officio Regent,"University of California, Santa Cruz",,,,,,,,185103710.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
John F. Hotchkis,Regent,"University of California, Santa Cruz",,,"Chairman and Chief Executive Officer, Ramajal LLC 800 West 6th Street, Los Angeles, CA 90017",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Mary Croughan,Faculty Representative,"University of California, Santa Cruz",,,,,,,,185103710.0,110398.0,True,,,University of California System,Other Board Member
Eddie Island,Regent,"University of California, Santa Cruz",,Harvard 1970 JD,"Vice President, McDonnell Douglas Corporation",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Judith L. Hopkinson,Regent,"University of California, Santa Cruz",,,,,,,,185103710.0,110398.0,True,,,University of California System,Regent
Bonnie M. Reiss,Regent,"University of California, Santa Cruz",,Miami BS; Antioch Law JD,"Afiliation: Operating Advisor, Pegasus Capital Advisors, L.P",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Jack O'Connell,Ex Officio Regent,"University of California, Santa Cruz",,Cal State (Fullerton) BA,,,,,,185103710.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
David Shewmake,Ex Officio Regent,"University of California, Santa Cruz",,,,,,,,185103710.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
D'Artagnan Scorza,Student Regent,"University of California, Santa Cruz",,,,,,,,185103710.0,110398.0,True,,,University of California System,Regent
Harry Powell,Faculty Representative,"University of California, Santa Cruz",,,,,,,,185103710.0,110398.0,True,,,University of California System,Other Board Member
Bruce D. Varner,Regent,"University of California, Santa Cruz",,UC Santa Barbara 1958 BA; Hastings 1962 JD,"Affiliation: Partner, Varner & Brandt LLP",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Richard C. Blum,Chairman,"University of California, Santa Cruz",,"UC Berkeley 1958 BS, 1959 MBA","Chairman, Blum Capital Partners, L.P909 Montgomery St., Ste. 400, San Francisco, CA 94133",,,,,185103710.0,110398.0,True,,,University of California System,Board President
William C. De La Pena,Regent,"University of California, Santa Cruz",,,"Ophthalmologist and Medical Director, De La Pena Eye Clinic",,,,,185103710.0,110398.0,True,,,University of California System,Regent
John Garamendi,Ex Officio Regent,"University of California, Santa Cruz",,UC Berkeley BA; Harvard 1970 MBA,"Lieutenant Governor (D), Office of the Lieutenant Governor, State of California State Capitol, Suite 1114, Sacramento, CA 95814",,,,,185103710.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
Russell S. Gould,Vice Chairman,"University of California, Santa Cruz",,UC Berkeley BA,,,,,,185103710.0,110398.0,True,,,University of California System,Board Vice President
Odessa P. Johnson,Regent,"University of California, Santa Cruz",,Tennessee State BA: Columbia MA,,,,,,185103710.0,110398.0,True,,,University of California System,Regent
Karen Bass,Ex Officio Regent,"University of California, Santa Cruz",,,"Speaker of the Assembly (D). California State Assembly, California State Legislature",,,,,185103710.0,110398.0,True,,,University of California System,"Regent, Ex Officio"
George M. Marcus,Regent,"University of California, Santa Cruz",,,Board of Regents (University of California System) continued steinimbA,,,,,185103710.0,110398.0,True,,,University of California System,Regent
Sherry L. Lansing,Regent,"University of California, Santa Cruz",,Northwestern BS,"Affiliation: Chief Executive Officer, The Sherry Lansing Foundation",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Monica C. Lozano,Regent,"University of California, Santa Cruz",,,"Publisher and Chief Executive Officer, La Opinion; Senior Vice President, Newspapers, ImpreMedia, LLC",,,,,185103710.0,110398.0,True,,,University of California System,Regent
Hadi Makarechian,Regent,"University of California, Santa Cruz",,,"Career: Chairman and Chief Executive Officer, Capital Pacific Holdings, Inc. (1991-2008)",,,,,185103710.0,110398.0,True,,,University of California System,Regent
