Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
"Walter C. Davenport, CPA",Governor,University of North Carolina at Chapel Hill,,Morehouse Col,"Partner, Cherry, Bekaert, & Holland",642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
W. Edwin McMahan,Governor,University of North Carolina at Chapel Hill,,North Carolina 1966 BS,"State Representative W. Edwin McMahon (R-NH, District 104), North Carolina House of Representatives",642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Paul L. Fulton, Jr",Governor,University of North Carolina at Chapel Hill,,,"Chief Financial Officer, Finance Department, County of Forsyth, North Carolina",642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Franklin E. McCain,Governor,University of North Carolina at Chapel Hill,,,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Fredric N. ""Fred"" Eshelman, PharmD",Governor,University of North Carolina at Chapel Hill,,,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Brent D. Barringer,Governor,University of North Carolina at Chapel Hill,,,"Attorney, Barringer Law Firm, LLP",642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Ann Baggett Goodnight,Secretary,University of North Carolina at Chapel Hill,,,"Director, Community Relations, SAS Institute Inc100 SAS Campus Drive, Cary, NC 27513-24143",642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Other Board Member
Atul C. Bhula,Ex Officio Governor,University of North Carolina at Chapel Hill,,East Carolina 2010 BS,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,"Governor, Ex Officio"
"W. Louis Bissette, Jr",Governor,University of North Carolina at Chapel Hill,,,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John C. Fennebresque,Governor,University of North Carolina at Chapel Hill,,North Carolina 1970 BA: Vanderbilt 1973 JD,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Bill G. Daughtridge, Jr.",Governor,University of North Carolina at Chapel Hill,,,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Dudley E. Flood,Governor,University of North Carolina at Chapel Hill,,North Carolina Central 1954 BA: East Carolina 1969 MA: Duke 1979 EdD,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"James M. Deal, Jr",Governor,University of North Carolina at Chapel Hill,,,"Attorney, Deal, Moseley & Smith , LLP",642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip R. Dixon,Governor,University of North Carolina at Chapel Hill,,East Carolina 1971 BS; North Carolina JD,,642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John M. Blackburn,Governor,University of North Carolina at Chapel Hill,,King; Virginia Tech MBA,"President and General Manager, Linville Resorts",642.0,,,114027177.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Charles H. Mercer, Jr.",Governor,University of North Carolina at Charlotte,,,"Partner, Nelson Mullins Riley & Scarborough LLP GlenLake One, 4140 Parklake Avenue, Suite 200, g Raleigh, NC 27612",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hiram Frank Grainger,Vice Chair,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Board Vice President
David W. Young,Governor,University of North Carolina at Charlotte,,,"Owner, Fugazy Travel",643.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Peaches Gunter Blank,Governor,University of North Carolina at Charlotte,,"North Carolina State 1973 BA, 1974 MA",,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip D. Walker,Governor,University of North Carolina at Charlotte,,,"Senior Vice President, Western Region, BB&T Corporation",643.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Brent D. Barringer,Governor,University of North Carolina at Charlotte,,,"Attorney, Barringer Law Firm, LLP",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Walter C. Davenport, CPA",Governor,University of North Carolina at Charlotte,,Morehouse Col,"Partner, Cherry, Bekaert, & Holland",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Paul L. Fulton, Jr",Governor,University of North Carolina at Charlotte,,,"Chief Financial Officer, Finance Department, County of Forsyth, North Carolina",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Dudley E. Flood,Governor,University of North Carolina at Charlotte,,North Carolina Central 1954 BA: East Carolina 1969 MA: Duke 1979 EdD,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"James M. Deal, Jr",Governor,University of North Carolina at Charlotte,,,"Attorney, Deal, Moseley & Smith , LLP",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip R. Dixon,Governor,University of North Carolina at Charlotte,,East Carolina 1971 BS; North Carolina JD,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Fredric N. ""Fred"" Eshelman, PharmD",Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Bill G. Daughtridge, Jr.",Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
G. Leroy Lail,Governor,University of North Carolina at Charlotte,,,"Owner, Hickory Furniture Mart 2258 Highway 70 SE, Hickory, NC 28602",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hannah D. Gage,Governor,University of North Carolina at Charlotte,,North Carolina 1975 BA,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John M. Blackburn,Governor,University of North Carolina at Charlotte,,King; Virginia Tech MBA,"President and General Manager, Linville Resorts",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"W. Louis Bissette, Jr",Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Atul C. Bhula,Ex Officio Governor,University of North Carolina at Charlotte,,East Carolina 2010 BS,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,"Governor, Ex Officio"
Laura W. Buffaloe,Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John C. Fennebresque,Governor,University of North Carolina at Charlotte,,North Carolina 1970 BA: Vanderbilt 1973 JD,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Ann Baggett Goodnight,Secretary,University of North Carolina at Charlotte,,,"Director, Community Relations, SAS Institute Inc100 SAS Campus Drive, Cary, NC 27513-24143",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Other Board Member
Mary Ann Maxwell,Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
W. Edwin McMahan,Governor,University of North Carolina at Charlotte,,North Carolina 1966 BS,"State Representative W. Edwin McMahon (R-NH, District 104), North Carolina House of Representatives",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Franklin E. McCain,Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Burley B. Mitchell, Jr",Governor,University of North Carolina at Charlotte,,North Carolina State 1966 BA: North Carolina 1969 JD,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Peter D. Hans,Chair,University of North Carolina at Charlotte,,North Carolina 1991 BA,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Board President
Raiford Trask III,Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
David M. Powers,Governor,University of North Carolina at Charlotte,,North Carolina State 1983; Campbell 1988 MBA,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Irvin Al Roseman,Governor,University of North Carolina at Charlotte,,North Carolina 1964 BS. 1967 DDS,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hari H. Nath,Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Thomas J. Harrelson,Governor,University of North Carolina at Charlotte,,,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Fred G. Mills,Governor,University of North Carolina at Charlotte,,,"President, Mills Construction Company P.O. Box 6171, Raleigh, NC 27628",642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Richard F. ""Dick"" Taylor",Governor,University of North Carolina at Charlotte,,North Carolina 1950,,642.0,,,102149020.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Mary Ann Maxwell,Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"James M. Deal, Jr",Governor,University of North Carolina at Greensboro,,,"Attorney, Deal, Moseley & Smith , LLP",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hiram Frank Grainger,Vice Chair,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Board Vice President
"Bill G. Daughtridge, Jr.",Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Peter D. Hans,Chair,University of North Carolina at Greensboro,,North Carolina 1991 BA,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Board President
"Burley B. Mitchell, Jr",Governor,University of North Carolina at Greensboro,,North Carolina State 1966 BA: North Carolina 1969 JD,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Thomas J. Harrelson,Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
G. Leroy Lail,Governor,University of North Carolina at Greensboro,,,"Owner, Hickory Furniture Mart 2258 Highway 70 SE, Hickory, NC 28602",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Franklin E. McCain,Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
David M. Powers,Governor,University of North Carolina at Greensboro,,North Carolina State 1983; Campbell 1988 MBA,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
W. Edwin McMahan,Governor,University of North Carolina at Greensboro,,North Carolina 1966 BS,"State Representative W. Edwin McMahon (R-NH, District 104), North Carolina House of Representatives",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Fred G. Mills,Governor,University of North Carolina at Greensboro,,,"President, Mills Construction Company P.O. Box 6171, Raleigh, NC 27628",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Charles H. Mercer, Jr.",Governor,University of North Carolina at Greensboro,,,"Partner, Nelson Mullins Riley & Scarborough LLP GlenLake One, 4140 Parklake Avenue, Suite 200, g Raleigh, NC 27612",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hari H. Nath,Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Irvin Al Roseman,Governor,University of North Carolina at Greensboro,,North Carolina 1964 BS. 1967 DDS,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Richard F. ""Dick"" Taylor",Governor,University of North Carolina at Greensboro,,North Carolina 1950,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Raiford Trask III,Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
David W. Young,Governor,University of North Carolina at Greensboro,,,"Owner, Fugazy Travel",643.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip D. Walker,Governor,University of North Carolina at Greensboro,,,"Senior Vice President, Western Region, BB&T Corporation",643.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Peaches Gunter Blank,Governor,University of North Carolina at Greensboro,,"North Carolina State 1973 BA, 1974 MA",,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Paul L. Fulton, Jr",Governor,University of North Carolina at Greensboro,,,"Chief Financial Officer, Finance Department, County of Forsyth, North Carolina",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Brent D. Barringer,Governor,University of North Carolina at Greensboro,,,"Attorney, Barringer Law Firm, LLP",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John C. Fennebresque,Governor,University of North Carolina at Greensboro,,North Carolina 1970 BA: Vanderbilt 1973 JD,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Ann Baggett Goodnight,Secretary,University of North Carolina at Greensboro,,,"Director, Community Relations, SAS Institute Inc100 SAS Campus Drive, Cary, NC 27513-24143",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Other Board Member
Dudley E. Flood,Governor,University of North Carolina at Greensboro,,North Carolina Central 1954 BA: East Carolina 1969 MA: Duke 1979 EdD,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Atul C. Bhula,Ex Officio Governor,University of North Carolina at Greensboro,,East Carolina 2010 BS,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,"Governor, Ex Officio"
"W. Louis Bissette, Jr",Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hannah D. Gage,Governor,University of North Carolina at Greensboro,,North Carolina 1975 BA,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Laura W. Buffaloe,Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Walter C. Davenport, CPA",Governor,University of North Carolina at Greensboro,,Morehouse Col,"Partner, Cherry, Bekaert, & Holland",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip R. Dixon,Governor,University of North Carolina at Greensboro,,East Carolina 1971 BS; North Carolina JD,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Fredric N. ""Fred"" Eshelman, PharmD",Governor,University of North Carolina at Greensboro,,,,642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John M. Blackburn,Governor,University of North Carolina at Greensboro,,King; Virginia Tech MBA,"President and General Manager, Linville Resorts",642.0,,,169335092.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
W. Edwin McMahan,Governor,University of North Carolina at Wilmington,,North Carolina 1966 BS,"State Representative W. Edwin McMahon (R-NH, District 104), North Carolina House of Representatives",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Raiford Trask III,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Richard F. ""Dick"" Taylor",Governor,University of North Carolina at Wilmington,,North Carolina 1950,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Irvin Al Roseman,Governor,University of North Carolina at Wilmington,,North Carolina 1964 BS. 1967 DDS,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
David M. Powers,Governor,University of North Carolina at Wilmington,,North Carolina State 1983; Campbell 1988 MBA,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hari H. Nath,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Fred G. Mills,Governor,University of North Carolina at Wilmington,,,"President, Mills Construction Company P.O. Box 6171, Raleigh, NC 27628",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Franklin E. McCain,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Atul C. Bhula,Ex Officio Governor,University of North Carolina at Wilmington,,East Carolina 2010 BS,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,"Governor, Ex Officio"
G. Leroy Lail,Governor,University of North Carolina at Wilmington,,,"Owner, Hickory Furniture Mart 2258 Highway 70 SE, Hickory, NC 28602",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Charles H. Mercer, Jr.",Governor,University of North Carolina at Wilmington,,,"Partner, Nelson Mullins Riley & Scarborough LLP GlenLake One, 4140 Parklake Avenue, Suite 200, g Raleigh, NC 27612",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Thomas J. Harrelson,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip D. Walker,Governor,University of North Carolina at Wilmington,,,"Senior Vice President, Western Region, BB&T Corporation",643.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John C. Fennebresque,Governor,University of North Carolina at Wilmington,,North Carolina 1970 BA: Vanderbilt 1973 JD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
David W. Young,Governor,University of North Carolina at Wilmington,,,"Owner, Fugazy Travel",643.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Paul L. Fulton, Jr",Governor,University of North Carolina at Wilmington,,,"Chief Financial Officer, Finance Department, County of Forsyth, North Carolina",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Mary Ann Maxwell,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Peter D. Hans,Chair,University of North Carolina at Wilmington,,North Carolina 1991 BA,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Board President
Brent D. Barringer,Governor,University of North Carolina at Wilmington,,,"Attorney, Barringer Law Firm, LLP",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hiram Frank Grainger,Vice Chair,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Board Vice President
"Paul L. Fulton, Jr",Governor,University of North Carolina at Wilmington,,,"Chief Financial Officer, Finance Department, County of Forsyth, North Carolina",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Walter C. Davenport, CPA",Governor,University of North Carolina at Wilmington,,Morehouse Col,"Partner, Cherry, Bekaert, & Holland",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Brent D. Barringer,Governor,University of North Carolina at Wilmington,,,"Attorney, Barringer Law Firm, LLP",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Dudley E. Flood,Governor,University of North Carolina at Wilmington,,North Carolina Central 1954 BA: East Carolina 1969 MA: Duke 1979 EdD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Fredric N. ""Fred"" Eshelman, PharmD",Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip R. Dixon,Governor,University of North Carolina at Wilmington,,East Carolina 1971 BS; North Carolina JD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"James M. Deal, Jr",Governor,University of North Carolina at Wilmington,,,"Attorney, Deal, Moseley & Smith , LLP",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Burley B. Mitchell, Jr",Governor,University of North Carolina at Wilmington,,North Carolina State 1966 BA: North Carolina 1969 JD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Laura W. Buffaloe,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Ann Baggett Goodnight,Secretary,University of North Carolina at Wilmington,,,"Director, Community Relations, SAS Institute Inc100 SAS Campus Drive, Cary, NC 27513-24143",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Other Board Member
John M. Blackburn,Governor,University of North Carolina at Wilmington,,King; Virginia Tech MBA,"President and General Manager, Linville Resorts",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"W. Louis Bissette, Jr",Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Atul C. Bhula,Ex Officio Governor,University of North Carolina at Wilmington,,East Carolina 2010 BS,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,"Governor, Ex Officio"
Peter D. Hans,Chair,University of North Carolina at Wilmington,,North Carolina 1991 BA,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Board President
Hannah D. Gage,Governor,University of North Carolina at Wilmington,,North Carolina 1975 BA,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Peaches Gunter Blank,Governor,University of North Carolina at Wilmington,,"North Carolina State 1973 BA, 1974 MA",,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Bill G. Daughtridge, Jr.",Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Walter C. Davenport, CPA",Governor,University of North Carolina at Wilmington,,Morehouse Col,"Partner, Cherry, Bekaert, & Holland",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"James M. Deal, Jr",Governor,University of North Carolina at Wilmington,,,"Attorney, Deal, Moseley & Smith , LLP",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Fredric N. ""Fred"" Eshelman, PharmD",Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Thomas J. Harrelson,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Richard F. ""Dick"" Taylor",Governor,University of North Carolina at Wilmington,,North Carolina 1950,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Irvin Al Roseman,Governor,University of North Carolina at Wilmington,,North Carolina 1964 BS. 1967 DDS,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
David M. Powers,Governor,University of North Carolina at Wilmington,,North Carolina State 1983; Campbell 1988 MBA,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hari H. Nath,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
David W. Young,Governor,University of North Carolina at Wilmington,,,"Owner, Fugazy Travel",643.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
John C. Fennebresque,Governor,University of North Carolina at Wilmington,,North Carolina 1970 BA: Vanderbilt 1973 JD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
W. Edwin McMahan,Governor,University of North Carolina at Wilmington,,North Carolina 1966 BS,"State Representative W. Edwin McMahon (R-NH, District 104), North Carolina House of Representatives",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Mary Ann Maxwell,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
G. Leroy Lail,Governor,University of North Carolina at Wilmington,,,"Owner, Hickory Furniture Mart 2258 Highway 70 SE, Hickory, NC 28602",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Charles H. Mercer, Jr.",Governor,University of North Carolina at Wilmington,,,"Partner, Nelson Mullins Riley & Scarborough LLP GlenLake One, 4140 Parklake Avenue, Suite 200, g Raleigh, NC 27612",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Raiford Trask III,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Fred G. Mills,Governor,University of North Carolina at Wilmington,,,"President, Mills Construction Company P.O. Box 6171, Raleigh, NC 27628",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Franklin E. McCain,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Dudley E. Flood,Governor,University of North Carolina at Wilmington,,North Carolina Central 1954 BA: East Carolina 1969 MA: Duke 1979 EdD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip D. Walker,Governor,University of North Carolina at Wilmington,,,"Senior Vice President, Western Region, BB&T Corporation",643.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Phillip R. Dixon,Governor,University of North Carolina at Wilmington,,East Carolina 1971 BS; North Carolina JD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Laura W. Buffaloe,Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Ann Baggett Goodnight,Secretary,University of North Carolina at Wilmington,,,"Director, Community Relations, SAS Institute Inc100 SAS Campus Drive, Cary, NC 27513-24143",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Other Board Member
John M. Blackburn,Governor,University of North Carolina at Wilmington,,King; Virginia Tech MBA,"President and General Manager, Linville Resorts",642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"Bill G. Daughtridge, Jr.",Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hannah D. Gage,Governor,University of North Carolina at Wilmington,,North Carolina 1975 BA,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Peaches Gunter Blank,Governor,University of North Carolina at Wilmington,,"North Carolina State 1973 BA, 1974 MA",,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Hiram Frank Grainger,Vice Chair,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Board Vice President
"Burley B. Mitchell, Jr",Governor,University of North Carolina at Wilmington,,North Carolina State 1966 BA: North Carolina 1969 JD,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
"W. Louis Bissette, Jr",Governor,University of North Carolina at Wilmington,,,,642.0,,,153901656.0,University Of North Carolina System,,True,,,University of North Carolina System,Governor
Gus A. Stavros,Governor,University of North Florida,,Columbia 1948 BA,"Chairman, PELAM Investments, Inc",514.0,,,11874761.0,State University System Of Florida,,True,,,Florida State University System,Governor
Ava L. Parker,Governor,University of North Florida,,"Florida 1984 BA, 1987 JD","Managing Partner, Lawrence, Parker & Neighbors, LLC",514.0,,,11874761.0,State University System Of Florida,,True,,,Florida State University System,Governor
Belinda Reed Shannon,Governor,University of North Florida,,"Florida A&M 1983 BS, MBA; Wayne State U 1991 JD","Vice President, Compliance, EEO, Diversity and Employee Relations, GlaxoSmithKline",514.0,,,11874761.0,State University System Of Florida,,True,,,Florida State University System,Governor
